gene,partial_r,t,p,eff_def,eff_wt,fdr,n_def
SLC25A22,-0.04275866555460664,-1.4582689450094393,0.14503688126011086,-0.0605697,-0.04760384,0.7155693414885821,60
ADAM18,-0.04274026588444113,-1.4576402822164907,0.14521014755260278,0.33558333,0.34760827,0.7161247767670562,60
OLFML1,-0.04273850366316367,-1.4575800723591763,0.14522675036914345,0.11714976,0.14686291,0.7161247767670562,60
RAB11FIP4,-0.042732208005325144,-1.4573649685757637,0.14528607694375958,-0.052702744,-0.0060609626,0.7162267336644875,60
EML2,-0.042720724023817734,-1.4569725957508728,0.14539434297084497,-0.030620137,0.009136244,0.7162883039205005,60
RNF43,-0.04270517207464903,-1.4564412337286496,0.14554105838795878,0.15249075,0.18166062,0.7163026038314686,60
NME7,-0.04270451046827665,-1.4564186287078704,0.14554730242098712,0.24051863,0.25166523,0.7163026038314686,60
RAD51D,-0.042696893478723894,-1.4561583801328413,0.14561920393036384,-0.6660551,-0.6209682,0.7163026038314686,60
RABAC1,-0.04269673238979392,-1.4561528762335296,0.14562072484234073,-0.025487248,0.032134388,0.7163026038314686,60
CCL7,-0.042683969801740274,-1.4557168193215373,0.14574126069792107,-0.00831387,0.014996146,0.7163743506613197,60
SUV39H1,-0.04267892287126119,-1.4555443820073877,0.1457889473132093,0.096871585,0.13035746,0.7164187172264866,60
CRYBA1,-0.0426656380143001,-1.4550904818854082,0.1459145281337233,-0.054758724,-0.019395566,0.7164964760008669,60
CCNO,-0.04265956417012851,-1.4548829587486216,0.145971971295212,0.12770529,0.1537482,0.7164964760008669,60
OR13A1,-0.04265918120608759,-1.4548698741412616,0.14597559374300847,0.06628733,0.099007234,0.7164964760008669,60
UBE2S,-0.04263761465012008,-1.4541330177009928,0.14617970220045182,-0.39828545,-0.30777338,0.7164964760008669,60
GMPR2,-0.042614774285783204,-1.4533526417476257,0.1463961038748596,0.15588517,0.16745546,0.7171203280214177,60
ARSB,-0.04260835461949732,-1.4531333044491508,0.14645697123222126,-0.023027876,-0.009146132,0.717156663680415,60
GABRR3,-0.04260582905969466,-1.4530470150499362,0.1464809223479775,0.52042603,0.5375144,0.717156663680415,60
MRPS10,-0.04258981444087573,-1.4524998531118574,0.1466328664520119,-0.5312949,-0.46560416,0.7172807765744826,60
ZNF99,-0.04258655978218551,-1.4523886532649897,0.1466637608420872,0.104919046,0.121265166,0.7172807765744826,60
BCDIN3D,-0.04257425728270387,-1.451968322033133,0.1467805855131911,-0.18785624,-0.15336776,0.7172807765744826,60
MX1,-0.04257053679682751,-1.4518412068228752,0.1468159292832018,0.18457054,0.21077582,0.7172807765744826,60
CCNJ,-0.04255034827957378,-1.4511514410836166,0.14700782895992767,0.009995743,0.041699737,0.7180290138261518,60
DNAJA3,-0.04253982326121153,-1.450791841479456,0.1471079492722296,-0.8331503,-0.76755357,0.718328697750642,60
PP2D1,-0.04253485735885579,-1.450622175765674,0.1471552060016674,0.2162104,0.23917998,0.7183701586978132,60
CYP4F2,-0.04252641789435293,-1.4503338320892645,0.1472355445792091,-0.009464814,0.026070546,0.7184410077807868,60
TFPT,-0.042525187654111014,-1.4502917995912448,0.14724725851553766,-0.0996548,-0.054211035,0.7184410077807868,60
PRSS54,-0.04250854600730656,-1.4497232202489758,0.1474057846388823,0.15453741,0.17964879,0.7186259491085647,60
PCDHGA11,-0.04250363654134295,-1.4495554834187132,0.14745257644186704,0.21585782,0.2397689,0.7186259491085647,60
RAB3A,-0.04249701373710869,-1.4493292088341256,0.14751571592577922,-0.07057372,-0.03964635,0.7186259491085647,60
TIPE1,-0.04245842181314463,-1.4480106818104341,0.14788404834518323,0.052266393,0.08035774,0.718789381370154,60
HNRNPH2,-0.042450920687803685,-1.4477544000198224,0.14795572263854104,0.09028092,0.11708194,0.718789381370154,60
OR5J2,-0.042450677418555925,-1.4477460885405735,0.1479580475536547,0.16483018,0.19169731,0.718789381370154,60
PROSER2,-0.04242103680355597,-1.4467333962696083,0.1482415304822735,0.13388462,0.16207188,0.7194249780668751,60
HDAC4,-0.04241445171709988,-1.446508412720674,0.14830456648526724,-0.009967242,0.04837205,0.7194249780668751,60
NLRP11,-0.04241055777541738,-1.446375373885151,0.14834185101686526,0.106223434,0.14102365,0.7194249780668751,60
TPPP3,-0.0424059647058095,-1.4462184490127659,0.14838583889627002,0.06977704,0.10959057,0.7194359368452155,60
HDAC11,-0.042396262639774654,-1.4458869726325827,0.14847878839692338,0.14087044,0.17066202,0.7194359368452155,60
GSTP1,-0.04238981437144264,-1.4456666642530944,0.14854058983388424,-0.080286704,-0.04256439,0.7194473785184812,60
ADRB1,-0.042380238925761156,-1.4453395145969095,0.14863239893211833,0.25305167,0.2720421,0.7197039416281904,60
PBX4,-0.042324945617023504,-1.4434504002055186,0.14916339623785485,0.05543752,0.10062151,0.7213326972034677,60
TUBB4A,-0.042315106535580536,-1.443114246089381,0.1492580350878722,-0.073696755,-0.043761842,0.7216020475380536,60
PPM1D,-0.04230564414896314,-1.4427909622214217,0.1493490938012187,-0.042515494,-0.031814083,0.7216657254838027,60
LRIT1,-0.042293709798802925,-1.4423832239002736,0.14946400115384256,0.056495942,0.086905695,0.7218536018564359,60
BHLHE23,-0.04229026468616059,-1.442265521381661,0.14949718421672542,0.06953512,0.08921203,0.7218536018564359,60
NOLC1,-0.04228947030498741,-1.4422383812996558,0.14950483643219475,-0.47389218,-0.46063387,0.7218536018564359,60
NOC4L,-0.04227672435068071,-1.441802915355633,0.149627658093678,-1.0551027,-1.0181369,0.7218823567128214,60
KLHL15,-0.04225634120747507,-1.441106526069702,0.14982423245752574,0.19114472,0.21595912,0.7223380745540816,60
MYO6,-0.042254445517045984,-1.441041759972387,0.14984252442886892,0.09547923,0.122236125,0.7223380745540816,60
ERBIN,-0.04224624277128946,-1.4407615140624337,0.14992169429768604,0.08447216,0.1132525,0.7223606128524233,60
PKP2,-0.042239806916497445,-1.4405416339930117,0.1499838330934046,-0.03091429,0.010531445,0.7224215769180049,60
SYT8,-0.04223320569575398,-1.440316104405855,0.15004758889217298,0.24205829,0.26394784,0.7224215769180049,60
TTC5,-0.042232821464920765,-1.4403029772304226,0.15005130049956295,-0.071373224,-0.025707733,0.7224215769180049,60
KCNN4,-0.042211359046816915,-1.439569718697389,0.15025873503873532,0.1154052,0.15587842,0.7228421195052962,60
SLC20A2,-0.0422076424200487,-1.4394427412093174,0.15029467845523212,0.028275201,0.07128429,0.7228421195052962,60
SBSN,-0.04215845063241901,-1.4377621235246127,0.15077102819999266,0.09222379,0.14678419,0.7240177647903411,60
TOR1B,-0.04215601509062354,-1.4376789144887494,0.15079464264632014,0.06412479,0.099321045,0.7240177647903411,60
GP1BB,-0.04213889866445909,-1.4370941412947802,0.15096067895399257,-0.07516964,-0.033129763,0.7240177647903411,60
PYURF,-0.04213445901633468,-1.4369424633893078,0.1510037680667559,-0.30905035,-0.25234425,0.7240177647903411,60
IFI35,-0.042128717306579536,-1.4367463014585207,0.15105950825002878,0.03437454,0.059788585,0.7240177647903411,60
ASPHD1,-0.04212702110640029,-1.436688351865163,0.15107597785813867,0.04212857,0.067008704,0.7240177647903411,60
MINDY1,-0.04211317635021927,-1.4362153550977832,0.15121045749474812,-0.15344466,-0.091182776,0.7240177647903411,60
CD99,-0.04206720199973265,-1.4346446783316777,0.15165767817118692,0.24968481,0.25168392,0.7250861716035971,60
CABP4,-0.04206683868059084,-1.4346322658613209,0.1516612164014647,-0.1831776,-0.12241265,0.7250861716035971,60
INTU,-0.042039650997551505,-1.4337034248414802,0.15192616534084763,0.16658574,0.18919434,0.7254287216833379,60
LLGL1,-0.042032852351383036,-1.4334711561383469,0.15199247437103583,0.016473345,0.0693429,0.7254287216833379,60
ZNF222,-0.04203174422602036,-1.4334332982022255,0.15200328430209453,0.03338327,0.084263355,0.7254287216833379,60
PGS1,-0.04202844957549974,-1.4333207399678702,0.1520354275707847,-0.8335462,-0.77125716,0.7254287216833379,60
ANGPT2,-0.04201015788857172,-1.4326958247713577,0.15221397893127828,0.24000181,0.251714,0.7256694735208433,60
LUZP1,-0.04200582513872373,-1.4325478013897026,0.15225629571584767,0.013985933,0.051800076,0.7256845205530795,60
NFX1,-0.041995479535183025,-1.432194356151385,0.15235737457302975,0.1427689,0.1553887,0.7259795598387283,60
HORMAD1,-0.041960860029075314,-1.4310116252623313,0.15269598583398158,-0.08089782,-0.024966909,0.7269385035343149,60
ZNF92,-0.04196017316650404,-1.4309881595384677,0.15270270977567185,0.018241102,0.042530205,0.7269385035343149,60
TMEM92,-0.041934864573440055,-1.4301235273575204,0.15295062150046146,-0.0033116105,0.014055528,0.7273102301834876,60
ZNF787,-0.041911499149092896,-1.4293252832276706,0.15317977017335302,0.1253049,0.16493165,0.7276641146256879,60
TOPAZ1,-0.04191032238820881,-1.4292850810467952,0.1531913177604619,0.14245103,0.16916974,0.7276641146256879,60
KLHDC8B,-0.041902341439928055,-1.4290124246850393,0.15326965247767338,0.07015343,0.092919596,0.7276641146256879,60
TRAP1,-0.041879945293750664,-1.4282472975546496,0.15348963793435647,0.10549438,0.13864677,0.7276641146256879,60
CASP14,-0.04187534275850487,-1.428090059850752,0.15353487588142797,0.10422262,0.13090385,0.7276641146256879,60
PMPCA,-0.041869688298207024,-1.4278968850606175,0.15359046697421572,-1.4461461,-1.3174866,0.7276641146256879,60
OR5D16,-0.041866952133110154,-1.4278034087938314,0.15361737271311532,0.08814299,0.10455505,0.7276641146256879,60
PTGR1,-0.041860009407048884,-1.427566222916739,0.15368565920725358,0.030338403,0.06013872,0.7276641146256879,60
CDAN1,-0.041859055927519,-1.427533649002075,0.1536950391350516,-0.89846814,-0.89042616,0.7276641146256879,60
LIPI,-0.041848758763989115,-1.4271818651637749,0.15379636596569782,0.118353866,0.13700776,0.7276641146256879,60
DRAM2,-0.0418473109247205,-1.4271324024085723,0.1538106171554546,-0.045437798,0.0020632644,0.7276641146256879,60
YBEY,-0.04184676722727459,-1.4271138279915867,0.1538159690688324,0.028741414,0.040121667,0.7276641146256879,60
SORCS1,-0.04182887522368636,-1.4265025815112968,0.15399216880203756,0.16268854,0.18673633,0.7276641146256879,60
GGPS1,-0.04182441622718373,-1.4263502485389126,0.1540361046609081,-1.4614888,-1.4142263,0.7276641146256879,60
TTYH1,-0.04182149929345656,-1.4262505971983774,0.15406485125040018,0.12157941,0.15567024,0.7276641146256879,60
CATSPERG,-0.0418029288853237,-1.4256161763512514,0.1542479594355427,-0.0068390355,0.051642433,0.7276641146256879,60
ELK3,-0.04180170109497127,-1.4255742314020028,0.1542600715285168,0.12650953,0.16363554,0.7276641146256879,60
ATP6V0A2,-0.04179533247924125,-1.425356660759267,0.15432290919949512,-0.0076331706,0.0118465405,0.7276641146256879,60
CREG2,-0.041790792091273836,-1.4252015478597901,0.15436772002555146,0.10912298,0.12951414,0.7276641146256879,60
SLC25A6,-0.041786139438822555,-1.4250425997697729,0.15441364907490432,0.39538148,0.40001193,0.7276641146256879,60
PPP2R5E,-0.04178476884409865,-1.4249957763000551,0.15442718099281813,0.026073903,0.06642411,0.7276641146256879,60
CAPNS1,-0.04178267513706171,-1.4249242492432173,0.15444785395481778,-0.037497707,0.017133206,0.7276641146256879,60
CCNB1IP1,-0.041777303915038484,-1.4247407529296878,0.1545008982316209,-0.14985213,-0.121443905,0.7276641146256879,60
SURF1,-0.041762222964882655,-1.4242255451811519,0.15464990621579816,0.008788485,0.028696286,0.7276641146256879,60
VIPR1,-0.04175975790547581,-1.4241413318991385,0.1546742727057679,0.20541471,0.22403748,0.7276641146256879,60
LYNX1,-0.04173370155673897,-1.4232511761844484,0.1549320112621783,0.39709276,0.41264278,0.728321943353482,60
ZIK1,-0.041727602922923525,-1.423042830692567,0.15499238342569996,0.23120505,0.26146698,0.7284209630387132,60
GRIFIN,-0.041704233074562023,-1.422244456219815,0.1552238935911677,0.5777839,0.586801,0.7287015018565512,60
DVL1,-0.04170257260599555,-1.4221877304073047,0.1552403527647202,-0.14067934,-0.10070126,0.7287015018565512,60
RYR1,-0.041672469059801855,-1.4211593190578826,0.15553897967758648,-0.05564921,0.0026954042,0.7288791426761345,60
ASB13,-0.04167161630957776,-1.4211301870645054,0.15554744529030337,0.2713341,0.29147533,0.7288791426761345,60
PPP2R2A,-0.041651376855695366,-1.4204387596790768,0.15574847346041332,-0.10353602,-0.079243116,0.7288791426761345,60
CDC20B,-0.04163581755624721,-1.4199072185764998,0.15590314987277837,0.028956817,0.052840613,0.7288791426761345,60
OCLN,-0.041633449939511825,-1.4198263354877336,0.15592669676728302,0.0075925165,0.030780334,0.7288791426761345,60
P2RX7,-0.0416274824452581,-1.4196224726291256,0.15598605783890482,-0.010635258,0.03220522,0.7288791426761345,60
PRR35,-0.04162671111854818,-1.4195961224065636,0.155993731786289,-0.0025534914,0.022973988,0.7288791426761345,60
LY6G6C,-0.04162232621417986,-1.4194463244451185,0.15603736273778923,0.17308512,0.20899767,0.7288791426761345,60
SLC6A20,-0.04161669840950909,-1.4192540664006166,0.15609337442316149,0.099405095,0.1280752,0.7288791426761345,60
ZNF597,-0.041609218207057624,-1.4189985266295821,0.15616784599242958,0.1794572,0.19525865,0.7288791426761345,60
DYNLT2,-0.04159929969475011,-1.4186596893289278,0.15626663444947805,0.17842096,0.1847727,0.7288791426761345,60
CEACAM21,-0.04157828911745064,-1.4179419250801715,0.15647605630762287,0.13468847,0.17900513,0.7288942126193726,60
YIPF4,-0.04154605407558237,-1.4168407138511445,0.15679777061253444,0.22519659,0.24604931,0.7291867816952098,60
GPR75,-0.04153403438503089,-1.4164300991640149,0.15691785843991957,0.016055461,0.034086917,0.7291867816952098,60
FGF13,-0.04153364550012778,-1.416416814152353,0.156921744922468,0.16137949,0.18024655,0.7291867816952098,60
FBXL8,-0.04153241458200757,-1.4163747637672697,0.15693404709359818,0.030997336,0.07461664,0.7291867816952098,60
TLNRD1,-0.04149494152877113,-1.4150946197121508,0.1573089138052363,0.11741409,0.14850993,0.7298146241633401,60
ZNF324,-0.04147251991671898,-1.414328661678462,0.15753353526141647,0.08008865,0.10284736,0.7301189566897016,60
CHCHD3,-0.041465942675123726,-1.4141039730199216,0.15759947260044285,-0.20042436,-0.1788816,0.7301189566897016,60
MEMO1,-0.04143205957728262,-1.4129464773581086,0.1579394841361549,-0.30610257,-0.24287105,0.7306385657195161,60
LRRC71,-0.04142998034690344,-1.4128754479981158,0.15796036694144885,-0.09181331,-0.049625948,0.7306385657195161,60
MPV17,-0.04141917974836426,-1.4125064850422064,0.1580688766439672,0.04516261,0.07256597,0.730649626612461,60
MCM4,-0.041406575331790034,-1.4120759018661115,0.1581955799338203,-1.1340287,-1.0735713,0.7308860741426549,60
ZNHIT3,-0.04139938318718524,-1.4118302092047972,0.1582679118902142,-0.6269034,-0.58987117,0.7308860741426549,60
APBA3,-0.041375664254380454,-1.4110199423316234,0.15850663229582776,0.28654534,0.31804314,0.7308860741426549,60
RNF222,-0.04137452676104978,-1.4109810842705404,0.15851808749275945,0.13437466,0.1617539,0.7308860741426549,60
TAF15,-0.04137097262655451,-1.4108596710443606,0.1585538836573025,0.13892645,0.15790334,0.7308860741426549,60
S1PR4,-0.041353795387876716,-1.410272878034666,0.15872697374596806,0.052465368,0.07307768,0.731240513731896,60
SUDS3,-0.04134346170407193,-1.4099198688479975,0.1588311720959202,-0.34462255,-0.3444373,0.7312547702135398,60
RBM6,-0.041315495829119975,-1.4089645282866867,0.15911342163874778,-2.8915454e-05,0.03412477,0.7322993082636724,60
BEND2,-0.041309240912119925,-1.4087508548996994,0.1591766021092263,0.31519762,0.3380921,0.7322993082636724,60
DIS3L2,-0.04130502889554341,-1.4086069688556124,0.15921915806824177,0.17566766,0.1924706,0.7323132832371776,60
PHACTR4,-0.041275474439904876,-1.4075973658021055,0.15951800228355212,-0.009150345,0.028014017,0.7326694476585405,60
MAP2K5,-0.04126546205897771,-1.407255335968383,0.15961933997492322,0.07121575,0.09769895,0.7326694476585405,60
RNASE8,-0.04126260158006668,-1.4071576201151332,0.15964830049217452,0.21677753,0.22796394,0.7326694476585405,60
THAP4,-0.04125476292894595,-1.4068898467812467,0.15972768215540367,0.24843329,0.27143523,0.7326694476585405,60
CEP89,-0.041228859640618405,-1.4060049757413522,0.15999021561593363,-0.017181857,0.050756194,0.7329673078517405,60
XRCC3,-0.04122846548491834,-1.4059915111807344,0.15999421295452432,-0.51196796,-0.49231324,0.7329673078517405,60
TECR,-0.04122328538120271,-1.4058145562454363,0.16004675409755306,-0.11796249,-0.10390469,0.7330267919381502,60
ANXA11,-0.04120421399161517,-1.4051630690114048,0.16024030509684464,0.104897566,0.121057816,0.7332420528837202,60
RABGAP1L,-0.041201698722583564,-1.4050771464064251,0.1602658451486412,0.06921972,0.08912509,0.7332420528837202,60
AKAP7,-0.041200143632986456,-1.4050240239317275,0.16028163707190962,0.2271572,0.23570454,0.7332420528837202,60
UBE3B,-0.04119712751940177,-1.4049209923298527,0.16031226903152654,0.22767988,0.23946731,0.7332420528837202,60
NTMT2,-0.04118051338971879,-1.404353447949599,0.16048108306616823,0.05328645,0.06577017,0.7332420528837202,60
GNE,-0.041171944957227306,-1.4040607478068288,0.16056819823413238,0.11380172,0.13414998,0.7332420528837202,60
EXOSC8,-0.04114938444040502,-1.4032900754829902,0.1607977414845504,-1.3115582,-1.2348,0.7332420528837202,60
TMEM135,-0.04114121219164668,-1.4030109101596826,0.1608809515559366,0.17789936,0.18781962,0.7332420528837202,60
SKA3,-0.04114039004342394,-1.4029828254606507,0.16088932449111953,-0.77683944,-0.6277881,0.7332420528837202,60
GFAP,-0.041128815614836306,-1.402587441653593,0.1610072358737962,0.025310216,0.057563882,0.7332420528837202,60
PGLYRP1,-0.04112537457955038,-1.4024698956029416,0.16104230306591932,-0.024705084,0.0075300634,0.7332420528837202,60
LYRM1,-0.041125231781746735,-1.4024650176192104,0.16104375842631002,0.27513358,0.2905834,0.7332420528837202,60
CCDC87,-0.04112138540080135,-1.402333624988712,0.16108296353621634,-0.124062635,-0.07048661,0.7332420528837202,60
CHD1,-0.04111152270574523,-1.4019967149509336,0.16118352419293264,-0.03498315,-0.018456785,0.7333395253668634,60
ATP2A2,-0.04110203967179021,-1.401672774537907,0.16128025845086683,-1.7309399,-1.6192759,0.7335995261053051,60
EARS2,-0.04107156229479537,-1.4006316699949977,0.1615914477194198,-0.50509226,-0.43004763,0.7339189889087311,60
PRDM4,-0.041069163111418686,-1.4005497142661856,0.16161596379294743,0.16533668,0.18376563,0.7339189889087311,60
KMT2C,-0.04106197083938529,-1.4003040275241136,0.1616894748859224,0.12755579,0.18271634,0.7339479896072105,60
ST8SIA2,-0.0410416200374737,-1.3996088489072003,0.16189761385673385,0.2103639,0.22636947,0.7340652513773269,60
FUT3,-0.04100224356577437,-1.3982637628291203,0.16230091234585367,0.13258189,0.15161815,0.7349277251632842,60
PRRG4,-0.04098931440834641,-1.397822108895817,0.1624334992835118,0.13851047,0.17137815,0.7349277251632842,60
NAIF1,-0.04098223698600325,-1.397580347777097,0.16250611194711953,0.078771755,0.105449714,0.7349277251632842,60
SULT1C4,-0.040949287434561686,-1.3964548107663164,0.16284448849525038,0.12348887,0.14660071,0.7352724269947274,60
MCU,-0.040915482185878954,-1.3953000483913645,0.1631922039568442,0.08462549,0.10039942,0.7355857140496165,60
CCDC7,-0.04091182693765103,-1.3951751880940355,0.16322983473355732,0.26306644,0.27126285,0.7355857140496165,60
ANKRD53,-0.04089833264808899,-1.394714234657817,0.16336881501920075,0.034263648,0.05874679,0.7355857140496165,60
SMIM22,-0.04089299654594422,-1.3945319581650866,0.16342379713681243,0.23317437,0.25409937,0.7355857140496165,60
ROBO4,-0.04088216307716182,-1.3941618968959353,0.16353546586024736,0.21955246,0.25368723,0.7359095963711132,60
KIAA2012,-0.040850831206188244,-1.393091631947145,0.1638587503514847,0.2033849,0.20819712,0.7370025917510856,60
BLOC1S5,-0.040845253460787365,-1.3929011022505948,0.16391635232652738,0.21063437,0.21796547,0.7370025917510856,60
PAX2,-0.0408361591195988,-1.392590449758902,0.16401030323963534,0.08192473,0.095943205,0.7370025917510856,60
MRPL30,-0.04082634078422822,-1.3922550668274112,0.16411177900167098,-0.12112475,-0.0700752,0.7370025917510856,60
ZMYM4,-0.040818778126801396,-1.391996735509765,0.16418997378401964,0.09250757,0.10247961,0.7370025917510856,60
FKBPL,-0.04081315978407391,-1.3918048198081083,0.16424808329370008,0.019951353,0.020891774,0.7370025917510856,60
SEMA6A,-0.040809774051334624,-1.3916891673911906,0.16428310878994595,0.19902843,0.21423867,0.7370025917510856,60
NUP210,-0.040807277863550755,-1.3916039007536871,0.16430893551803788,0.10765717,0.12804379,0.7370025917510856,60
KLHL4,-0.040803980672114416,-1.3914912728781177,0.16434305448691436,0.31274337,0.3163164,0.7370025917510856,60
NDOR1,-0.04078702485575618,-1.3909120844260998,0.16451859556347082,-0.8432106,-0.79969853,0.7370025917510856,60
PDZD9,-0.04078621110736324,-1.3908842878783685,0.16452702372632122,0.09544278,0.11338478,0.7370025917510856,60
SPIRE1,-0.040776870051625586,-1.390565210209695,0.16462379426202345,0.24758343,0.25278622,0.7371294610358927,60
GPAT2,-0.04077512389342178,-1.3905055638778494,0.16464188868531432,-0.36705926,-0.28578693,0.7371294610358927,60
NCKAP1L,-0.04075093017556257,-1.3896791414907104,0.16489274808705745,-0.018569687,0.0020700046,0.7375364133298891,60
CATSPERD,-0.04074720677914469,-1.389551955875286,0.1649313806805694,-0.031909563,-0.0041984464,0.7375364133298891,60
ZNF839,-0.04074716787162575,-1.3895506268533273,0.16493178440661918,-0.018695796,0.018182449,0.7375364133298891,60
TBC1D23,-0.04073630534680229,-1.389179579693835,0.1650445290693661,0.023703074,0.051147927,0.7376845557608352,60
LCOR,-0.040711885553829034,-1.3883454388839724,0.16529819929269296,0.12563105,0.15648094,0.7383284722525482,60
MOG,-0.04070221860160701,-1.3880152320493317,0.16539869949686148,-0.062397048,-0.02245169,0.7385550121388771,60
TRHDE,-0.040695541516473706,-1.3877871542754836,0.16546814305874022,0.063663326,0.10034573,0.7386871016674332,60
E4F1,-0.04068217005557319,-1.3873304086692706,0.16560727588444732,-0.39135817,-0.33636895,0.738723203912486,60
SUCLG2,-0.04067073180931013,-1.3869396988702782,0.16572636295989726,0.10354199,0.11876372,0.738723203912486,60
LRG1,-0.04066855825613775,-1.386865454287925,0.16574899975916269,0.16216806,0.18637827,0.738723203912486,60
LIPA,-0.040664128286060856,-1.3867141347114516,0.1657951435471388,0.14489855,0.15280707,0.738723203912486,60
RNF181,-0.04065795573747109,-1.3865032920156513,0.16585945460506746,-0.15407318,-0.13059989,0.7388321041554099,60
TMEM260,-0.04065091385343845,-1.386262754643959,0.1659328460512867,0.09061743,0.12792917,0.7388819487678829,60
BRWD3,-0.04064923089682377,-1.386205268075995,0.16595038965905395,0.17740409,0.20537862,0.7388819487678829,60
SLFN5,-0.04062212414110478,-1.3852793549526534,0.1662331500115992,0.15988936,0.18422127,0.7392938238452739,60
DOCK3,-0.040617956788306174,-1.3851370067011988,0.16627665324450158,0.12870193,0.16753225,0.7392938238452739,60
CHAF1B,-0.04059728524303985,-1.384430910048039,0.16649257108259866,-2.3908124,-2.265477,0.7395699965443954,60
NDUFB8,-0.0405923710576819,-1.3842630520396701,0.16654393155144148,-0.373079,-0.32068402,0.7395699965443954,60
OR7C2,-0.04058648694786843,-1.3840620636292014,0.1666054448070071,-0.0792627,-0.04875429,0.7396659074553542,60
SLC5A2,-0.04057567867201061,-1.3836928767781238,0.16671848038171438,0.05935073,0.08807117,0.7397065406081439,60
OR6X1,-0.04056669734710504,-1.3833860949098944,0.16681245304958972,0.11840681,0.1444573,0.7397065406081439,60
ZRSR2,-0.0405665320033815,-1.3833804471431492,0.1668141834332434,-0.9771131,-0.90642285,0.7397065406081439,60
ZBTB21,-0.04053809712735817,-1.3824091779356862,0.1671119654517403,0.23912948,0.25714806,0.7397141124968721,60
XAF1,-0.04053469972184188,-1.3822931306928032,0.16714757117832016,0.09128715,0.11847153,0.7397141124968721,60
GPR137,-0.04053407946857925,-1.382271944330722,0.16715407221440245,-0.1594333,-0.11173658,0.7397141124968721,60
PIGA,-0.04052820707148104,-1.382071357426129,0.16721563174162987,0.22589733,0.23530175,0.7397141124968721,60
ALG13,-0.04047565961138902,-1.3802764694601088,0.16776723690737885,-0.9910672,-0.98806137,0.7397141124968721,60
ZNF566,-0.040464695836602387,-1.3799019761666045,0.16788249856135487,0.13347957,0.17210111,0.7397141124968721,60
MXD1,-0.040462189556313456,-1.3798163683892268,0.16790885530713542,0.22398011,0.24736327,0.7397141124968721,60
HEATR9,-0.040459165128697724,-1.3797130621308995,0.16794066516708014,0.00889055,0.032720905,0.7397141124968721,60
LUZP2,-0.04045645378755137,-1.379620450090935,0.16796918593582238,0.15048715,0.16329369,0.7397141124968721,60
TMEM233,-0.04045279789482086,-1.3794955747859299,0.16800764825281492,0.14572711,0.17086206,0.7397141124968721,60
HSD11B2,-0.04045158908005843,-1.3794542849892513,0.1680203672058122,-0.054033622,-0.015360925,0.7397141124968721,60
PRPS2,-0.040450047346162546,-1.379401623596927,0.16803659012766264,0.29339197,0.297549,0.7397141124968721,60
TNFSF14,-0.04044642665555877,-1.3792779507964141,0.16807469352596702,0.098203905,0.12557593,0.7397141124968721,60
SPMIP5,-0.04044030332544466,-1.3790687948595668,0.16813914892740794,0.1981284,0.21213584,0.7397141124968721,60
SHANK2,-0.04043067572228488,-1.378739943010347,0.1682405284856554,0.19103125,0.20732048,0.7397141124968721,60
MRPL35,-0.04042465950685413,-1.378534446205304,0.1683039030573401,-0.5906019,-0.53477514,0.7397141124968721,60
HTATSF1,-0.04042195312135286,-1.3784420038242953,0.16833241784913378,-0.82274586,-0.7653757,0.7397141124968721,60
MAGEB16,-0.040421920460671217,-1.3784408882290955,0.16833276198798283,0.17620353,0.19261332,0.7397141124968721,60
VN1R4,-0.040394104548754854,-1.3774907780727408,0.16862604404669088,-0.018244129,0.014034554,0.7400907142785128,60
ZNF229,-0.040393851057054266,-1.3774821195527678,0.1686287185417305,0.12701888,0.15853034,0.7400907142785128,60
CYP2C19,-0.04039182065400409,-1.3774127670537082,0.168650141703389,0.20003887,0.22003467,0.7400907142785128,60
NUP155,-0.040390915014019674,-1.3773818331044259,0.1686596979377454,-0.88991636,-0.84141433,0.7400907142785128,60
PARP2,-0.04035041394768377,-1.375998441462775,0.16908747666944673,0.10830242,0.12718731,0.7412727774216981,60
CEBPE,-0.040331258166910154,-1.3753441413775933,0.16929008600721604,-0.09802088,-0.060895197,0.741652081914546,60
HMGXB4,-0.040327681185080254,-1.3752219633092961,0.16932793963168966,0.121733904,0.12301914,0.741652081914546,60
TTC17,-0.040325082013187595,-1.3751331840822039,0.1693554495007956,0.15415274,0.17892922,0.741652081914546,60
RBL2,-0.040314324455464304,-1.3747657413247754,0.1694693440597973,0.22618337,0.25266638,0.741652081914546,60
SMIM10L2B,-0.04031248614542902,-1.3747029507536834,0.16948881271984084,0.34696135,0.35332012,0.741652081914546,60
CLEC4M,-0.0402946121795991,-1.374092436117514,0.1696781946467581,0.24427305,0.27130648,0.741652081914546,60
KLHL12,-0.04029426117063023,-1.374080446843366,0.1696819153150854,-0.041771285,-0.012360151,0.741652081914546,60
SLC25A42,-0.04027935061407392,-1.373571153346738,0.16984002250047134,-0.03364726,-0.016010303,0.741652081914546,60
FAM114A2,-0.04027860994918241,-1.373545854797105,0.1698478791691715,0.1478417,0.16719633,0.741652081914546,60
SIGLEC11,-0.04026966853783956,-1.3732404473061983,0.1699427474563758,-0.16037585,-0.13261536,0.741652081914546,60
SMAD6,-0.04026642537434168,-1.3731296722106023,0.16997716719122316,-0.011072717,0.049321372,0.741652081914546,60
