gene,t,p,fdr,eff_flag,eff_rest
LIX1L,1.3338256896358727,0.1825192483120172,0.8077532781522214,0.009996485,-0.01272911
LKAAEAR1,0.1820885307753866,0.8555446309221916,0.9873039265087746,0.11115326,0.10879921
SOFU1,0.7912733118823719,0.42894407506046145,0.9171117144462938,0.14193706,0.12476027
LLGL1,-2.0888276633241007,0.036937826070504276,0.5782901520013355,0.036599018,0.07278099
LLGL2,0.014163013117185642,0.9887023305742818,0.9987571863497482,0.081092305,0.079001404
LLPH,0.6621191521627463,0.5080245876143885,0.934954078579165,-0.36763555,-0.38261238
LMAN1,-0.8838406894054089,0.37696286841642407,0.9068373061407464,0.2585854,0.2665049
LMAN1L,1.1399276739283026,0.2545485498719973,0.8620320134645435,0.21147919,0.1945599
LMAN2,-0.2927735506023629,0.7697468949889066,0.977412004821422,0.010307759,0.015164275
LMAN2L,0.5649899591999968,0.5721883521801946,0.9504202178479422,0.10997224,0.10549265
LMBR1,-0.1691754000300874,0.8656877727839706,0.9873681032534539,0.21052366,0.20546529
LMBR1L,-0.22231410413499905,0.8241079753596099,0.9846400200515331,-0.009797026,-0.0032605915
LMBRD1,-1.7191244898228712,0.08585485967256191,0.6879040201497386,0.20072612,0.21356706
LMBRD2,0.30580814071697604,0.7598048539738529,0.9761127755275264,0.23945954,0.240664
LMCD1,-0.5643234133362948,0.5726416604848914,0.950553888392115,0.29479387,0.29654205
LMF1,2.691546761876286,0.007213053413207475,0.37865465382478103,0.2084401,0.1733285
LMF2,1.4989635876601894,0.13415145942341383,0.7653683778884928,0.13412088,0.11830729
LMNA,-1.9082938402880245,0.0565965396408075,0.6315948993744963,-0.12123288,-0.082001336
LMNB1,-1.5904802269721743,0.11199536643489034,0.7345292227950103,-0.04474604,-0.016850065
LMNB2,-1.9304488022569395,0.05379145305817812,0.6247778017373152,0.18527009,0.20467192
LMNTD1,-1.2127275244162066,0.2254775682832307,0.8443096027652179,0.13422802,0.16828942
LMNTD2,0.11682640061512162,0.9070175699405196,0.9904757021094086,0.18311493,0.16789642
LMO1,0.3805098013365249,0.7036357404667068,0.9705662404055223,0.25658536,0.243665
LMO2,-1.7181054374527327,0.0860406099428415,0.6879040201497386,0.13928226,0.17080806
LMO3,-0.21308547317421805,0.8312972272727673,0.9847455442382084,0.22908758,0.22908479
LMO4,-0.17243768392742262,0.8631231189729835,0.9873039265087746,0.21498531,0.2196806
LMO7,0.7956756181400056,0.4263811734043177,0.916677505912797,0.3240107,0.31745037
LMOD1,0.042459995699381504,0.966139209487408,0.996269389081675,0.046702698,0.04456592
LMOD2,1.5862862673887008,0.11294321693199649,0.7357447819874345,0.22521755,0.20827395
LMOD3,-0.5275119763413355,0.5979376064907054,0.9565630480324901,0.023576438,0.036639284
LMTK2,1.4669002278803303,0.14267055783896948,0.7725721066837039,0.0411996,0.027068866
LMTK3,-0.0013054312598661222,0.9989586382500795,0.9997781654540586,0.14931558,0.14812948
LMX1A,0.29963815235042546,0.7645061289576005,0.9765673864833043,0.21075302,0.20796831
LMX1B,-0.005612198532006193,0.9955230887908997,0.9995589114274889,0.23786202,0.23313375
LNP1,-0.9604990838370713,0.33700152881838175,0.8952228377887433,0.08703958,0.0934849
LNPEP,-0.7364206343665195,0.4616216221983943,0.9252647254759064,0.091894515,0.09921944
LNPK,-0.6925330193368456,0.48873938123875527,0.9278229827114505,0.23265654,0.23722507
LNX1,-0.6030277269188453,0.5466065182970709,0.9447929867086298,0.14683828,0.15070654
LNX2,0.49274291483133714,0.6222862349215899,0.9609564375055676,0.24613962,0.24382398
LONP1,-0.7230513822113247,0.46979209378342535,0.9252647254759064,-1.7558019,-1.6625758
LONP2,-2.1883812129400937,0.028838026084031174,0.536802939522769,0.2661657,0.29458407
LONRF1,1.341304824055686,0.18008047729273852,0.8052005947047061,0.29855862,0.2773046
LONRF2,0.43785153081551015,0.6615743189062593,0.9664819361711185,0.14175008,0.14109145
LONRF3,-0.6063120741284266,0.544424557696285,0.9447929867086298,0.1854314,0.18691282
LORICRIN,1.0651649379559338,0.28701993997654296,0.8839125120337413,0.1423758,0.12871914
LOX,-1.9917406835124074,0.046630479283717746,0.6067516432455307,0.22974513,0.2514397
LOXHD1,1.4893757067505184,0.13665658569031403,0.7687917386936035,0.31476703,0.29999843
LOXL1,-0.00841395078829458,0.993288144840223,0.999379549520812,0.13534111,0.12594803
LOXL2,2.137264983900097,0.03278223775504376,0.5573281172832256,0.1803717,0.14956412
LOXL3,-0.07397829896876655,0.9410402337769538,0.9931352808427675,-0.0044869226,0.0012662295
LOXL4,-0.8403154024092863,0.40090237726297046,0.909428565682471,0.0774046,0.09128059
LPA,-0.4229570021466025,0.6724039618859512,0.9688664303087403,-0.018538885,-0.02003416
LPAR1,-0.855553511158112,0.3924190678892148,0.909309416816574,0.15950663,0.1633359
LPAR3,-2.531342162729976,0.0114921320901395,0.4267749494235974,0.16459714,0.19359821
LPAR4,0.3746872503347072,0.7079606304972058,0.9709990237676667,0.26842174,0.2676486
LPAR5,-0.3197771240074706,0.7491940901701086,0.9748742030232765,0.09124267,0.088485725
LPAR6,-1.2561717890517092,0.20930318034742126,0.8310991903704134,0.21915993,0.23369464
LPCAT1,-0.9961074347791471,0.31940285934401147,0.8912192586375755,0.1721707,0.17504865
