gene,mean_PTENdef,mean_PTENwt,diff,t,n_def,n_wt,p,fdr
DDR2,0.12272540816523085,0.12108231364475305,0.0016430945204777975,0.14878181937643659,240,876,0.8817257969907134,0.9679975623823132
DDRGK1,-0.08639162548480489,-0.09437739384227453,0.007985768357469641,0.5447873866523089,240,876,0.5858997547185536,0.8673834334269132
DDX1,-0.3034511325418224,-0.2594996422633094,-0.04395149027851297,-1.861165902116875,240,876,0.0627207519770834,0.4151730925305323
DDX10,-1.6079280997674477,-1.5519884447494314,-0.05593965501801623,-1.7697362411573059,240,876,0.07677108961198956,0.44220942334314306
DDX11,-0.7310955176474873,-0.7991665642941717,0.0680710466466844,2.269507107193587,240,876,0.023237505517049596,0.2919443847466854
DDX17,-0.057793463047586674,-0.0474771034849845,-0.010316359562602177,-0.8256146517961972,240,876,0.40902272100371206,0.7840629990333194
DDX18,-1.3896706231301943,-1.3777528697147448,-0.011917753415449539,-0.4200883624221415,240,876,0.6744209039054418,0.9036230368120372
DDX19A,-0.2418569455398093,-0.16781307360689535,-0.07404387193291395,-2.314857952808423,240,876,0.020620707119580237,0.2791062670700893
DDX19B,-0.07702948367713261,-0.08310605106378142,0.006076567386648815,0.5033354010259672,240,876,0.6147284809544948,0.8793418767925202
DDX20,-0.9227625349632393,-0.905197236308562,-0.017565298654677375,-0.9034320090144248,240,876,0.3662966581372965,0.7603466036173943
DDX21,-1.0259330735158432,-0.9729472717024499,-0.052985801813393296,-1.9459951407087535,240,876,0.05165532332100496,0.3851735564183986
DDX23,-0.942783621754871,-0.9551559356635596,0.012372313908688648,0.5715552848089225,240,876,0.5676232961717136,0.8604301740654112
DDX24,-0.8470300774646972,-0.8357432551498039,-0.011286822314893308,-0.500272465672064,240,876,0.6168832390902517,0.8802902963733603
DDX25,0.23556160319196173,0.21668570800698436,0.01887589518497737,1.8195846870077028,240,876,0.06882227538075426,0.4262823561136102
DDX27,-0.8550316281755674,-0.8407419425592266,-0.014289685616340808,-0.6029761288612796,240,876,0.5465245695454675,0.8521755079742713
DDX28,-0.17477120931276816,-0.17967318370158625,0.004901974388818092,0.2884224920351164,240,876,0.7730233527582993,0.9375649441596652
DDX31,-0.039088437677266184,-0.05558499608157171,0.016496558404305528,1.3028124300668138,240,876,0.192638806061735,0.6180613998440337
DDX39A,0.0007593222348812086,-0.05439108368981029,0.055150405924691503,3.494129471040655,240,876,0.0004756103047959887,0.06532382253904405
DDX39B,-0.4420488199558443,-0.5184353308662729,0.07638651091042864,2.773189731831016,240,876,0.005550974601407867,0.16998707105806318
DDX3X,-0.8605380093986258,-0.9105572629532621,0.05001925355463632,1.2472134967910975,240,876,0.21231922534449443,0.6371086462859504
DDX3Y,0.5793610283741151,0.5753066983223262,0.004054330051788901,0.16516709166843846,65,237,0.8688124665276038,0.9631123163220912
DDX4,0.10522921048447614,0.10681299116174879,-0.0015837806772726476,-0.14367860997921683,240,876,0.8857542626871657,0.9684982107139917
DDX41,-1.3916097699894676,-1.3536690750903575,-0.03794069489911012,-1.5731089071682938,240,876,0.11569360282731596,0.5155454600245516
DDX42,-1.0454491879676004,-1.025998697688429,-0.01945049027917145,-0.9439687268287796,240,876,0.3451856295233643,0.7470960052218613
DDX43,0.010374017833357507,0.009440567364342269,0.0009334504690152387,0.08062489638423892,240,876,0.9357402662045533,0.9805247432206525
DDX46,-0.60641239388872,-0.5818849233953142,-0.024527470493405867,-1.5638168524356526,240,876,0.11786058544816741,0.5188577694059834
DDX47,-1.413218626802249,-1.4269693603122522,0.01375073351000311,0.5109171546205294,240,876,0.6094090685062205,0.8766564996078715
DDX49,-1.980452997650329,-2.0014041451453006,0.020951147494971734,0.6271061528182068,240,876,0.530589654223417,0.8451201205813627
DDX5,-0.5590947133177323,-0.5821638663268645,0.02306915300913215,0.9608124840665531,240,876,0.33664646037537005,0.7424937577583143
DDX50,-0.01996390251713192,-0.02166141614084117,0.001697513623709252,0.15058549522988277,240,876,0.8803027040366468,0.9670687294509018
DDX51,-0.960344144412853,-0.9544587233743201,-0.005885421038532845,-0.2251602466196069,240,876,0.8218546140026137,0.9507335472601771
DDX52,-0.5153241562255129,-0.5435265889624705,0.02820243273695766,1.7981589123558133,240,876,0.07215182861321981,0.43324696397193724
DDX53,0.21428796020793492,0.22048486442316106,-0.0061969042152261455,-0.6021238813804984,240,876,0.5470916790012442,0.852561434248725
DDX54,-1.565158886147997,-1.5870860772768431,0.021927191128846113,0.6126185172203876,240,876,0.5401286114416874,0.8491150717890928
DDX55,-1.3161595160972654,-1.261997211477129,-0.05416230462013649,-1.9895216711619095,240,876,0.04664365223904003,0.37229915361391214
DDX56,-1.952166574771326,-1.9434754630466602,-0.008691111724665745,-0.3273596297290161,240,876,0.7433958965741227,0.9283635925581868
DDX59,-0.7985967208113117,-0.7994008555808559,0.000804134769544218,0.03334380203666985,240,876,0.9734004241896737,0.9914709495213092
DDX6,-0.6587824816417601,-0.7126601818757999,0.053877700234039816,2.41555756241751,240,876,0.01571113894028114,0.2543437293503209
DDX60,0.2792574662004768,0.27227979964428645,0.006977666556190365,0.6911204213649961,240,876,0.4894898678897839,0.8249150484091933
DDX60L,0.2750215176725392,0.27032406203304216,0.004697455639497028,0.5294356576351346,240,876,0.5965032678541693,0.8711455598197028
DEAF1,0.18421362069673472,0.19258671387443946,-0.008373093177704738,-0.6565149303489641,240,876,0.5114928642885481,0.8362943333133266
DECR1,0.09923481329429822,0.11347095694361231,-0.014236143649314095,-1.2967731426579452,240,876,0.19470925420404261,0.6200492487910737
DECR2,0.20040048663942972,0.19851372342207158,0.001886763217358145,0.2087392820924941,240,876,0.8346517728859094,0.9548243329383119
DEDD,0.0392581557921847,0.054208081762664555,-0.014949925970479852,-1.4054269368499137,240,876,0.15989436140036073,0.5838814688943178
DEDD2,0.24719470698801557,0.2542485487690971,-0.00705384178108151,-0.6665727237279365,240,876,0.5050450967420952,0.8337740478563073
DEF6,0.2213060948694203,0.23061498578586181,-0.00930889091644152,-0.9011910561250468,240,876,0.3674867455137527,0.7609384780009054
DEF8,0.004599478697089757,-0.004589324685672384,0.00918880338276214,0.7994615829145426,240,876,0.42402281410803533,0.7937510741350153
DEFA4,0.24293773384405956,0.23830133234894013,0.00463640149511943,0.5681396996830665,240,876,0.5699401126951096,0.8611092230637117
DEFA5,0.3121826009500443,0.30510200518290576,0.007080595767138542,0.7410562263695598,240,876,0.4586593493243222,0.8099384226748593
DEFA6,0.3358819393274462,0.3331952473373519,0.002686691990094303,0.33377845688339414,240,876,0.7385467409735716,0.9263239331778332
DEFB1,0.23031950311515745,0.21458197838711932,0.015737524728038133,1.852528959370327,240,876,0.06394990303798737,0.4184908980554389
DEFB108B,0.26925119086231075,0.25346473057062274,0.01578646029168801,0.3548770126623943,52,202,0.722681730331449,0.9212337071197898
DEFB110,0.27988304415838167,0.28638644574591665,-0.006503401587534985,-0.694079926529657,240,876,0.4876320863835607,0.8236635112408686
DEFB112,0.25785953975967973,0.2598783709113737,-0.0020188311516939894,-0.2106170687823895,240,876,0.8331860921085917,0.9546394739076036
DEFB113,0.22305637720678378,0.2202625477099193,0.0027938294968644917,0.3087723741228799,240,876,0.7574946852064977,0.9332652456967543
DEFB114,0.13265649335267624,0.1347781925111887,-0.002121699158512458,-0.2635858393483967,228,832,0.7920990713116217,0.94287961117825
DEFB115,-0.0089792322876655,0.0015531614294062922,-0.010532393717071792,-0.9040992658292804,240,876,0.36594276765902767,0.7600837324270328
DEFB116,0.05527506810468481,0.06357415315671461,-0.008299085052029795,-0.8695174648413193,240,876,0.38456415964590684,0.7723722917750497
DEFB118,0.04148794423108588,0.03702985591719271,0.004458088313893167,0.3526058851577321,240,876,0.7243839249307183,0.9215239282539098
DEFB119,0.17406990104617232,0.18711588281173985,-0.013045981765567538,-1.3862940382525375,240,876,0.16565713655146308,0.5895975797914668
DEFB121,0.18481234815590916,0.17037094927564894,0.01444139888026022,1.6192813601802096,240,876,0.10538673935501522,0.4949941723892966
DEFB123,0.27402564567793863,0.27154373519823616,0.002481910479702476,0.26899773463851806,240,876,0.78793142593677,0.9416026056791769
DEFB124,0.2533948596842903,0.2374316154550318,0.015963244229258516,1.9028545637688319,240,876,0.05705952512770947,0.39935995165755794
DEFB125,0.19377719184054634,0.18182748786921046,0.011949703971335879,1.0918421404741183,240,876,0.2749024929582303,0.6968073582620873
DEFB126,0.22766932594406844,0.2404506986980225,-0.012781372753954051,-1.3076617206195462,240,876,0.1909880723846974,0.616092091943607
DEFB127,0.2865861161483413,0.29336405950717614,-0.006777943358834859,-0.7309751053594006,240,876,0.46479435893276466,0.8124866306585924
DEFB128,0.18280407559173864,0.1916958969376302,-0.00889182134589156,-1.0451233619412768,240,876,0.295965957946713,0.7128169322444557
DEFB129,-0.055481410752076556,-0.04189161757931786,-0.013589793172758699,-1.1805923985117592,240,876,0.23776468482316016,0.6622136221052966
DEFB131A,0.1790839009350917,0.1824631290376619,-0.0033792281025702142,-0.4635483213799183,222,813,0.6429713870965401,0.8905569462892052
DEFB132,0.2095801417712372,0.21569584710388115,-0.006115705332643939,-0.740744231645601,240,876,0.4588485348873076,0.8099384226748593
DEFB134,0.15389444267062372,0.1497806817054973,0.004113760965126417,0.48592998647028124,228,832,0.6270168068951529,0.8849322565499541
DEFB135,0.055831047831841105,0.06414918217773881,-0.008318134345897704,-0.798201760837399,228,832,0.42475341576681036,0.7937618219218386
DEFB136,0.18340826433398874,0.16942773803634087,0.013980526297647872,1.661956373716534,240,876,0.09652152211134064,0.47909158678189745
DEGS1,0.24137004089347175,0.2419752894099758,-0.0006052485165040644,-0.06162175625638614,240,876,0.9508640508783713,0.9862340559241806
DEGS2,0.2784375252657781,0.2660482952042835,0.01238923006149456,1.490262965834809,240,876,0.13615510606750805,0.5480475339674651
DEK,0.2924080891155542,0.3163889293506064,-0.023980840235052203,-2.2375398370484505,240,876,0.02525107868163795,0.29993283104378904
DELE1,0.15432194678497937,0.15079233196500602,0.0035296148199733535,0.39038431892439346,240,876,0.696252381539787,0.9110236818571916
DENND10,0.008435133498788867,-0.008178736195672708,0.016613869694461575,1.4669623982701994,240,876,0.14238628450052115,0.555885462678337
DENND11,0.14191554571462828,0.14461733330587526,-0.002701787591246979,-0.1854211287212692,240,876,0.8528987374330231,0.9593621608826706
DENND1A,0.118947346188321,0.12735177132220207,-0.00840442513388108,-0.8170177287168314,240,876,0.41391829661502144,0.7882020243877617
DENND1B,0.14632968182220968,0.1507539569341866,-0.004424275111976933,-0.4903497230203661,240,876,0.6238864473808944,0.8835982630309074
DENND1C,0.002427861149760869,-0.01587228718666857,0.01830014833642944,1.6541372256334295,240,876,0.09809963398542432,0.48128169866085846
DENND2A,0.05911116588872453,0.06270269613072123,-0.003591530241996696,-0.3153311062790029,240,876,0.75251026942814,0.9314050736222887
DENND2B,0.21558017167221552,0.20954380744660503,0.006036364225610491,0.6956873384402957,240,876,0.4866246565815562,0.8236635112408686
DENND2C,-0.031749163387905906,0.004100918871217594,-0.0358500822591235,-2.942213758581886,240,876,0.0032587489791709267,0.1403940242794043
DENND2D,0.042920632013702505,0.03948711876348879,0.003433513250213717,0.27270300610748993,240,876,0.7850815237229458,0.9415156056357342
DENND3,0.1595398416976682,0.15450187237679416,0.005037969320874025,0.5057280483066623,240,876,0.6130475752789815,0.8785880362945029
DENND4A,0.017798758024664043,-0.010978531881939424,0.028777289906603467,2.3234837453056794,240,876,0.02015317987256219,0.2768982365735205
DENND4B,-0.024947888856559804,-0.01899892769173443,-0.005948961164825375,-0.5148087369852579,240,876,0.6066866794230112,0.8754150102771864
DENND4C,0.190694206889886,0.19517689803165594,-0.00448269114176994,-0.30416420837997893,240,876,0.7610027913448736,0.9344003235941618
DENND5A,0.0692527068702475,0.07246534582027585,-0.0032126389500283514,-0.32250776402916836,240,876,0.7470680568786935,0.9298433595899052
DENND5B,0.18726076793225035,0.1825474124717566,0.004713355460493757,0.42252479297527923,240,876,0.6726420079753059,0.9031431476347244
DENND6A,0.2928122662434753,0.26951846092145054,0.02329380532202474,2.3039963259207097,240,876,0.0212228498316765,0.2830903694426937
DENND6B,0.15543762431849,0.16401577403390932,-0.008578149715419314,-0.7992632635437975,240,876,0.42413777559999044,0.7937618219218386
DENR,-0.7279208663086489,-0.7331169587267721,0.005196092418123133,0.22837713983303953,240,876,0.8193530596706083,0.9500158461112299
DEPDC1,-0.163179383688237,-0.13714972535278439,-0.02602965833545262,-1.8040246645733706,240,876,0.071227440464995,0.43155927521109955
DEPDC1B,0.24752049911243793,0.24890753721377132,-0.0013870381013333932,-0.1270139792882549,240,876,0.8989293342898285,0.9715832708781236
DEPDC4,0.22273589335890773,0.2219135978273105,0.0008222955315972391,0.09267754879496584,240,876,0.9261597336982441,0.9785231218903463
DEPDC5,0.26799961889009005,0.23388468236403417,0.03411493652605588,1.9885151378973265,240,876,0.046754746491209524,0.3724821744016627
DEPDC7,0.23555058599364045,0.23262433602634827,0.0029262499672921827,0.30321742558160203,240,876,0.7617241700625359,0.9344245896159201
DEPP1,0.07130480620249466,0.08827662341772091,-0.016971817215226254,-1.6332517372113962,240,876,0.10241606274922382,0.48982851350450785
DEPTOR,0.060583917830698365,0.056689205749196225,0.00389471208150214,0.2998093268017886,240,876,0.7643226006501095,0.9350194652484499
DERA,0.1367163973806941,0.14033326867655674,-0.0036168712958626337,-0.33104786579218676,240,876,0.7406083303325003,0.9271795164919755
DERL1,-0.04139309463531953,-0.020828302890684398,-0.020564791744635134,-1.2512043834934308,240,876,0.21085991936142212,0.6358071834653483
DERL2,-0.21461084959695068,-0.16793753428077207,-0.046673315316178604,-1.6179871442559761,240,876,0.1056653682207791,0.4951230696234081
DERL3,0.08944561964638073,0.0733305551407238,0.01611506450565693,1.4911403113097061,240,876,0.13592466069429474,0.5480475339674651
DERPC,0.37356785537463466,0.27733638082247847,0.0962314745521562,1.4594654464782197,13,39,0.14443704425873724,0.560567770717857
DES,0.1379009968137739,0.1459847897203605,-0.00808379290658659,-0.7724149596836265,240,876,0.43986869640641146,0.8012033809161343
DESI1,0.004632845109838241,0.01194075113904284,-0.007307906029204598,-0.6477793715590843,240,876,0.5171276593597298,0.8397221287414491
DESI2,0.20271563088455033,0.2036053062115864,-0.0008896753270360713,-0.09306454721912834,240,876,0.9258522823841754,0.9785231218903463
DET1,-0.12367133790091658,-0.12804788894697974,0.00437655104606316,0.19536492846768977,240,876,0.8451072705932224,0.9575096165843232
DEUP1,0.2419541261986562,0.23953490162206642,0.0024192245765897735,0.2275035013744437,240,876,0.820032246911596,0.9501159243174705
DEXI,0.03380425242398399,0.055172113405473934,-0.021367860981489947,-0.23719945343870036,14,45,0.812502060309862,0.9481413610527237
DFFA,0.13997429814847306,0.17006687771728154,-0.03009257956880848,-2.9130903716228422,240,876,0.003578710162951582,0.14467877599564125
DFFB,0.0024150319256250486,0.03722207428501264,-0.03480704235938759,-2.1815529094004034,240,876,0.029142545539524535,0.31493309834513683
DGAT1,0.1178797220572477,0.11242332316436923,0.005456398892878467,0.5245860185102676,240,876,0.5998710082803049,0.8724272088829459
DGAT2,0.2994839406756374,0.2822598521961531,0.017224088479484256,1.7689878518011777,240,876,0.07689590191631748,0.44220942334314306
DGAT2L6,0.24994581213447845,0.2418432218978129,0.008102590236665541,0.9234984685750808,240,876,0.35574749808734074,0.7530847791370657
DGCR2,0.03121550052354617,0.040128217924698444,-0.008912717401152275,-0.7774983911747015,240,876,0.43686478327215883,0.7995596888044867
DGCR6,-0.02678177933625261,-0.030975148669001258,0.004193369332748647,0.34252783053994673,240,876,0.7319537035007901,0.9236412569019767
DGCR6L,-0.0081694615141876,-0.03285991192623884,0.024690450412051243,1.904110611545806,240,876,0.056895779982854444,0.3993464419472504
DGCR8,-0.41494658875069723,-0.4312833578244176,0.016336769073720392,1.0737939645602943,240,876,0.2829150355925356,0.702713376603125
DGKA,0.03771732625097435,0.050247398555956724,-0.012530072304982376,-1.150640976342231,240,876,0.2498799680163637,0.6718976223563692
DGKB,0.24189884702769723,0.25142777722780557,-0.009528930200108338,-1.1536229174720491,240,876,0.24865479848003946,0.6710062616300545
DGKD,0.10092711177310072,0.0766355716554047,0.02429154011769602,2.0604344387795055,240,876,0.03935702742096615,0.35116334934003035
DGKE,0.07879592310853352,0.07892006933558654,-0.0001241462270530208,-0.009733037376907389,240,876,0.9922342823577907,0.9974620207655962
DGKG,0.1959765603361359,0.19786779566152418,-0.0018912353253882908,-0.1901330243211194,240,876,0.8492048924013577,0.958415230477262
DGKH,0.12315141075175731,0.14311268064084143,-0.019961269889084116,-2.1860071460606294,240,876,0.028815082517462735,0.31493309834513683
DGKI,0.20561341606656786,0.2063419469587865,-0.0007285308922186373,-0.07419775061278548,240,876,0.9408530356703602,0.9827391096219171
DGKK,0.09857173611018902,0.1064112719794808,-0.007839535869291786,-0.1269108222426448,13,43,0.8990109809947943,0.9715832708781236
DGKQ,0.19072774212616309,0.18572747493010588,0.005000267196057201,0.48842526355672083,240,876,0.6252486508696057,0.8838749589969389
DGKZ,-0.01922027250827705,-0.022698774486992576,0.003478501978715527,0.25685967559836376,240,876,0.7972871005750972,0.9434843870741001
DGLUCY,0.19629896510147551,0.18016888153736574,0.016130083564109776,1.6760304268191752,240,876,0.09373223291435898,0.47497353319851776
DGUOK,0.20243920661667617,0.21728461616098127,-0.014845409544305105,-1.3335758311965025,240,876,0.18234290812536513,0.6066568779558513
DHCR24,0.1438036339748184,0.13857407437595215,0.005229559598866257,0.5024123714253173,240,876,0.6153774784463983,0.8794418050198597
DHCR7,0.06298829567431999,0.04637196037929243,0.01661633529502756,1.2676052727392388,240,876,0.20493894803259372,0.6303383341766192
DHDDS,-2.0144450076721854,-2.1035729547038087,0.0891279470316233,2.891924976752706,240,876,0.0038288936592767004,0.1480255076287302
DHDH,0.17038260284399653,0.16138888505900978,0.008993717784986754,0.8208714708165711,240,876,0.411719482964799,0.7868950030708598
DHFR,-0.6433383630999561,-0.6606675114482423,0.01732914834828625,0.46447931369904644,228,832,0.6423043769655474,0.8904257173529754
DHFR2,-0.3106007010600544,-0.3283844062430561,0.017783705183001708,1.2776041024120757,240,876,0.20138905335032697,0.6268119531509839
DHH,0.04176718470548429,0.04222727802504963,-0.00046009331956534116,-0.042820779137205715,240,876,0.9658443998240014,0.9903961236375273
DHODH,-0.21727149765114176,-0.26149411255355953,0.04422261490241777,1.7189298899963164,240,876,0.08562713880024851,0.462236106524914
DHPS,-0.8412855667563391,-0.8615585103208747,0.020272943564535573,0.7177745942103644,240,876,0.4728962806882149,0.8163693467916324
DHRS1,0.050227784116794745,0.03320822255515086,0.017019561561643887,1.5426371714642604,240,876,0.12291883380799441,0.5277358448088671
DHRS11,0.14069482244658635,0.13065816535309926,0.010036657093487084,1.06521208685467,240,876,0.28677996518086324,0.7049162484732514
DHRS12,0.0848549846462959,0.10733774284001225,-0.022482758193716354,-2.5963186319878124,240,876,0.009422863782756358,0.20779617345065238
DHRS13,0.028266502477319225,0.021469974956168345,0.0067965275211508795,0.5226824053572444,240,876,0.6011952842652092,0.8730261954519813
DHRS2,0.07093498378736766,0.0762045296287054,-0.005269545841337736,-0.4924095001326657,240,876,0.6224298847011922,0.8828571920032683
DHRS3,0.09580892395778737,0.10288152506747189,-0.007072601109684523,-0.5519143985290145,240,876,0.5810070029866945,0.8657300961868395
DHRS4,-0.046850628127898135,-0.018009612812479994,-0.02884101531541814,-2.0527439946338704,234,857,0.04009741279016764,0.353262126937284
DHRS4L2,0.07813960976742586,0.08098731346603724,-0.002847703698611384,-0.2631541110100057,234,857,0.7924317986371654,0.9429380789431369
DHRS7,0.1332574934856242,0.14098296514757408,-0.0077254716619498676,-0.8281085832317776,240,876,0.40760900902627606,0.7834208702348717
DHRS7B,0.048517394762755524,0.04895222899884259,-0.00043483423608706856,-0.03827911096179689,240,876,0.9694651456155391,0.9911551662168847
DHRS7C,0.20290094412535736,0.21249917476065175,-0.009598230635294386,-0.9967773057076639,240,876,0.3188726162537113,0.7306698021344709
DHRS9,0.27763505856525345,0.2777898965792991,-0.000154838014045644,-0.01762806999627264,240,876,0.9859355635349079,0.9953463464253098
DHRSX,0.4890364792952659,0.26307588612926536,0.22596059316600053,3.1279193042849998,13,43,0.00176048508693443,0.11069406771246285
DHTKD1,0.2758615835980956,0.2718003877505196,0.004061195847575971,0.42852723917373553,240,876,0.6682673063888716,0.9015087630066431
DHX15,-1.2999171842548132,-1.3232293960055452,0.02331221175073206,1.0176796795632304,240,876,0.30883020723862964,0.7235080531762788
DHX16,-0.926327855014454,-0.9594725910338606,0.033144736019406595,1.8695204050967105,240,876,0.06155044745470756,0.4109679459715805
DHX29,0.0890395076054047,-0.011623382587034494,0.1006628901924392,3.682001717415569,240,876,0.00023140985150418297,0.04913310263074674
DHX30,-0.1307935090735014,-0.13159309387506718,0.000799584801565778,0.04542801854237443,240,876,0.963766148468232,0.9896653966689932
DHX32,0.13801678696140526,0.1581517193085066,-0.020134932347101342,-1.8190468882478328,240,876,0.06890427693042726,0.42654477676710095
DHX33,-1.220024019445362,-1.1930063792603285,-0.027017640185033498,-0.8418097908477571,240,876,0.3998944306639033,0.7799120848911996
DHX34,0.1763247457349162,0.16256138460813446,0.013763361126781726,1.2560492331964093,240,876,0.2090981205432666,0.6327517813879054
DHX35,-0.12084516514018867,-0.15847726482251157,0.037632099682322895,2.0253043564954307,240,876,0.04283612146786408,0.3612460655352581
DHX36,-0.5386351943780646,-0.5620224078993685,0.023387213521303907,1.160938122168172,240,876,0.24566706424193696,0.6699371346047059
DHX37,-1.7120220670763306,-1.7263349896329743,0.014312922556643626,0.5826370437938506,240,876,0.5601376625608239,0.8581526154021881
DHX38,-0.37818834749303776,-0.371846348044036,-0.006341999449001767,-0.3712354827084953,240,876,0.7104621469934785,0.916861720673768
DHX40,-0.07172071317989738,-0.08926962661812639,0.017548913438229008,1.455798174150755,240,876,0.14544842066448732,0.5616617961556051
DHX57,0.047874725745476604,0.05217221045570583,-0.004297484710229227,-0.44171537785712994,240,876,0.6586951803544385,0.8959012579189961
DHX58,-0.013833249027037526,0.004108720241133772,-0.0179419692681713,-1.5650443870851327,240,876,0.1175725019843236,0.518481051329853
DHX8,-1.49535866724602,-1.511767348658164,0.01640868141214402,0.5982517744769592,240,876,0.5496719496903771,0.8537739161622311
DHX9,-0.7898026373903472,-0.8013562082772584,0.011553570886911224,0.4613645599627523,240,876,0.6445370734965321,0.8911340130511082
DIABLO,0.019154143053008086,0.024497758625911276,-0.00534361557290319,-0.5421813383693338,240,876,0.5876935897935395,0.8681194974233895
DIAPH1,0.07675437104775475,0.04657355036725441,0.030180820680500334,1.9644509897201772,240,876,0.049477814605052774,0.3810596885353285
DIAPH2,0.15092546044124702,0.14499715569351954,0.005928304747727486,0.6001975952457526,240,876,0.5483745561123261,0.8528496550663217
DIAPH3,-0.0602487175000648,-0.03752507029626275,-0.02272364720380205,-1.7477648548164877,240,876,0.08050475336081775,0.45095871413147226
DICER1,-0.45064275984073177,-0.442868387878608,-0.007774371962123772,-0.3829482888402378,240,876,0.7017581061446887,0.9132296934467561
DIDO1,-0.22788228590162757,-0.28200591947840664,0.05412363357677907,2.781633372718216,240,876,0.005408610195959198,0.168199464668581
DIMT1,-0.7108839722926684,-0.7126473644896848,0.001763392197016378,0.11019218765315841,240,876,0.9122569578939927,0.9758262556763276
DIO1,0.17214634288237704,0.18313416553147183,-0.010987822649094786,-1.0806790186213588,240,876,0.27983991930080154,0.7005498251371912
DIO2,0.13445070399700068,0.14326920936012363,-0.008818505363122953,-0.8673224436977509,240,876,0.3857653627828118,0.772998311184906
DIO3,0.19939599890292875,0.18206283246823315,0.017333166434695596,1.764154084628331,240,876,0.07770604073557467,0.4443271901241685
DIP2A,0.18851814237683895,0.17800357884785156,0.010514563528987386,1.1789700236987948,240,876,0.2384101124768191,0.6626827896116064
DIP2B,-0.08233510720221322,-0.07072554929147304,-0.011609557910740184,-0.7481294449267786,240,876,0.4543820830232017,0.8088808489039155
DIP2C,0.2745314821457804,0.27105158474485724,0.0034798974009231376,0.38370730812189097,240,876,0.701195395407713,0.9130199967750522
DIPK1A,-0.1381643989004567,-0.12047720647568859,-0.017687192424768114,-1.3027748456077826,240,876,0.19265164090570075,0.6180613998440337
DIPK1B,0.053983346799465697,0.05067691199494754,0.0033064348045181574,0.2652656116196857,240,876,0.7908048537833233,0.9423106120803805
DIPK1C,0.3371273092753855,0.3476788719270092,-0.010551562651623714,-1.4981648439988209,240,876,0.13409042714056027,0.5453772220076838
DIPK2A,0.21204568068871749,0.2069663000867481,0.0050793806019693855,0.5548366494991708,240,876,0.5790063965264722,0.8647311338359635
DIPK2B,0.115807803171014,0.12311229741919953,-0.007304494248185536,-0.6977601213814201,240,876,0.4853272222831778,0.8235012508192242
DIRAS1,0.17821564048654226,0.18258172727465044,-0.004366086788108181,-0.5281250257731026,240,876,0.5974125622488188,0.8714433126330887
DIRAS2,0.20829275080323273,0.20955455987982527,-0.0012618090765925405,-0.13911391137368154,240,876,0.8893601354317329,0.9695814114937263
DIRAS3,-0.00927553880345382,0.0002502186924856006,-0.00952575749593942,-0.7966489557382392,240,876,0.42565493675650623,0.7941452038362709
DIS3,-0.6433482379993359,-0.619382652820241,-0.023965585179094973,-1.3720196001506606,240,876,0.1700573362776655,0.5947110910835784
DIS3L,-0.07164160343165107,-0.07314124157731719,0.0014996381456661156,0.12763289179763995,240,876,0.8984395001107126,0.9713642709835779
DIS3L2,0.19906546629654498,0.1940941772135793,0.00497128908296568,0.4401160485606551,240,876,0.6598530590034711,0.8964293181299025
DISC1,0.23489338210252875,0.24404373774098437,-0.00915035563845562,-0.9231056462216441,240,876,0.3559521525040764,0.7530847791370657
DISP1,0.16400606386743175,0.17882390840269335,-0.01481784453526161,-1.6962579116434613,240,876,0.08983704742011632,0.4676879740365996
DISP2,0.08891912835654199,0.08337356185120841,0.005545566505333582,0.5021411824057188,240,876,0.6155682131987629,0.8794418050198597
DISP3,0.2206674036882697,0.23983533361877074,-0.019167929930501038,-1.911770066618707,240,876,0.055905692749795864,0.39586431050073123
DIXDC1,0.09120131987481563,0.060398839302128284,0.030802480572687342,2.9069591675767117,240,876,0.003649608337997739,0.14562885218828642
DKC1,-1.3184625860289219,-1.3100898268176506,-0.00837275921127123,-0.2426259954335737,240,876,0.8082951413929143,0.9470055385644223
DKK1,-0.013398001813029506,0.03184987656610727,-0.045247878379136776,-3.5393370775525232,240,876,0.0004011332917126516,0.05947093311111658
DKK2,0.226786733778112,0.22178382618346934,0.005002907594642669,0.5015714000102783,240,876,0.6159690415541637,0.8797290468275015
DKK3,0.09795312534640388,0.10849771973627725,-0.010544594389873374,-1.1943032809176828,240,876,0.2323593546994145,0.6569853840312433
DKK4,0.11107068995034654,0.10869529285452813,0.00237539709581841,0.21664309798568948,240,876,0.8284864959373384,0.9530231219646095
DKKL1,0.09024471373859597,0.08370115858351296,0.0065435551550830084,0.7269216526371971,240,876,0.4672739520940027,0.8141827625841763
DLAT,0.1532491684767834,0.13330368161570114,0.019945486861082273,1.8270470479126637,240,876,0.06769269580813284,0.42359635004172735
DLC1,0.3515699529801279,0.3454834845617878,0.006086468418340096,0.7369125408070465,240,876,0.4611755371469539,0.8110208429654645
DLD,-0.07812803941347188,-0.13142279649952412,0.05329475708605225,2.4049870285244204,240,876,0.016173039836089365,0.2563628455531448
DLEC1,0.06794196174901275,0.082889497945656,-0.014947536196643255,-1.4794316472354923,240,876,0.13902498711647282,0.5512327032448389
DLEU7,0.21194531394197288,0.21519046484580792,-0.003245150903835037,-0.38714004181011547,240,876,0.6986525353307792,0.9120979738495757
DLG1,0.16153015346850463,0.16594946681678838,-0.004419313348283743,-0.37420069670911404,240,876,0.7082550056905134,0.9157168321148174
