gene,t,p,fdr,eff_flag,eff_rest
ADAM17,0.5239615194171711,0.6004040350083075,0.9281803341493181,0.20941366,0.19506806
ADAM18,1.4103048920856966,0.15871411087484763,0.7229755226719036,0.3447646,0.34722638
ADAM19,-0.10550641481930824,0.9159919727781682,0.9881527893657617,0.29493147,0.29055056
ADAM2,1.8173256240807318,0.06942167090785163,0.5937921909937045,0.16482563,0.15742236
ADAM20,0.06353050844955094,0.949354862542367,0.9932882847066281,0.27233592,0.27601784
ADAM21,1.392272991576245,0.1641029544669398,0.7254921810802529,0.13219354,0.12336236
ADAM22,-0.19857972006745706,0.8426258424009673,0.9813135742440193,0.10995698,0.11324244
ADAM23,0.8255895957760296,0.409204384110501,0.8609034406605645,0.21758981,0.20614071
ADAM28,-1.0202199902427163,0.30783396845442235,0.81672557981194,0.28852117,0.28185117
ADAM29,-0.16357683584295235,0.8700923877573092,0.9847175859800366,0.27061006,0.26374036
ADAM30,0.3641165857579319,0.7158364068749916,0.9568003787425402,0.018254584,0.028391471
ADAM32,2.185098542471631,0.02907842831595697,0.48720827768806385,0.2721869,0.27195403
ADAM33,-0.1896252099384632,0.8496355541151811,0.9817205857913271,0.069915965,0.058668815
ADAM7,1.3045723679383054,0.1922937431530363,0.7538488726382303,0.19186589,0.17164841
ADAM8,-0.8989028339941381,0.36888842950002537,0.8437057191147622,0.33016047,0.3368971
ADAM9,1.2810971372887188,0.20041211568500997,0.7582353850059044,0.17142613,0.15274179
ADAMDEC1,0.5796383853346306,0.5622695243040641,0.9154853480889754,0.28510737,0.27442992
ADAMTS1,0.7883685801792667,0.4306400299449911,0.8702510949544615,0.13481608,0.11385357
ADAMTS10,-2.179390343788899,0.02950057464205861,0.4883970137025262,-0.00663095,0.018410875
ADAMTS12,0.6883425335586332,0.4913728603820047,0.8904957360320339,0.29226896,0.2940874
ADAMTS13,-1.6488114667029392,0.0994533536648442,0.6518149005638885,0.11171029,0.13065988
ADAMTS14,0.3469182206750381,0.7287148258907712,0.9601600393636021,0.1955461,0.21354069
ADAMTS15,-1.0229577091181707,0.3065382217770382,0.8164880959360609,0.16167557,0.16527542
ADAMTS16,-0.9334978352489144,0.35075460856333923,0.8347642417819267,0.22265832,0.22917189
ADAMTS17,-0.2804140260364581,0.7792091972035391,0.9707244123279855,0.21800116,0.2059957
ADAMTS18,0.1109096777993094,0.9117068961018883,0.9881527893657617,0.24865827,0.23998961
ADAMTS19,-0.4068327107119594,0.684204890885455,0.9496161112152273,0.26011276,0.26934052
ADAMTS2,-1.0682395267896758,0.28563170660631315,0.8068660297441447,0.12513578,0.13493976
ADAMTS20,-0.5503007953001385,0.5822175850548925,0.9222466940042744,0.10052935,0.107281774
ADAMTS3,-0.2945066691633441,0.768422744604233,0.968946780093974,0.08750834,0.088941745
ADAMTS4,0.4974201243192809,0.6189858049428961,0.9344265874782749,0.026817061,0.015764728
ADAMTS5,0.8804029593891227,0.37882093375044107,0.8483448249949274,0.2449725,0.2420613
ADAMTS6,-1.1710181933924593,0.2418286837019522,0.7882195555925187,0.13102211,0.14565727
ADAMTS7,-2.4770326714963997,0.01338772464462769,0.4098339007567147,0.26488814,0.27068576
ADAMTS8,-0.9583013107302597,0.33810781112470545,0.8314401900452035,0.21010703,0.21829599
ADAMTS9,-1.152436064031133,0.2493761349292417,0.7914200811728068,0.13119574,0.13490382
ADAMTSL1,0.8888043139370256,0.3742900178669718,0.8465698386610281,0.23943302,0.23609906
ADAMTSL2,1.4470219101335797,0.1481572820942968,0.7128095551494805,0.19767141,0.19185409
ADAMTSL3,-2.188698522488987,0.028814879390013624,0.4851933247864076,0.22069827,0.2326495
ADAMTSL4,0.9049449794284301,0.3656798881240793,0.8430640553437997,-0.014020965,-0.05323925
ADAMTSL5,0.199280656484556,0.8420776588815171,0.9810474724464601,-0.012821823,-0.04146369
ADAP1,1.6084499980366036,0.10800506631792516,0.6649980084747215,0.12640874,0.11226438
ADAP2,-1.1931684621011769,0.23304406310069173,0.7823794116418727,-0.0134572275,0.010272155
ADAR,0.18929584726421347,0.8498936143230509,0.9817205857913271,-0.3925569,-0.31225425
ADARB1,1.040465140029255,0.29833771096294165,0.8126465433269814,0.21983463,0.20799595
ADARB2,-0.6163490045298197,0.5377834878880839,0.907371921519993,0.22169282,0.22164649
ADAT1,1.3311639351644562,0.18339307408587555,0.7492560671655055,0.037527204,0.027656537
ADAT2,-1.4400119394776059,0.15013016925077,0.7142443688777664,-0.32750836,-0.2606511
ADAT3,-2.5363196101773013,0.011330950219594108,0.3957815346750167,-0.36282453,-0.2956679
ADCK1,0.15781154300770261,0.8746323945649871,0.9855621775303258,0.26698175,0.27515277
ADCK2,-0.7189777031933419,0.4722974920912101,0.8861048460550648,0.06349768,0.041929435
ADCK5,0.9950813457663504,0.3199014020415456,0.8224721644002498,0.12030372,0.10449887
ADCY1,-0.5927389376963726,0.553469836767949,0.9129359155659786,0.17323168,0.16776219
ADCY10,-1.3959266017189935,0.16300006702723666,0.7254921810802529,0.1363795,0.1492639
