gene,partial_r,t,p,eff_def,eff_wt,fdr,n_def
MRPL35,-0.09898397126261464,-3.3893705070425963,0.0007240582383397138,-0.60573626,-0.5298856,0.17984400353811872,121
ORC2,-0.09828156347773834,-3.36508350086042,0.0007902166851771324,-0.14953879,-0.08923766,0.18414941800410722,121
PLA1A,-0.09814109361460834,-3.3602271145260936,0.0008041020606322811,0.09572689,0.13243972,0.18414941800410722,121
MTG1,-0.09813281879449215,-3.3599410401074703,0.0008049270335293662,-0.2072194,-0.11858586,0.18414941800410722,121
CUL3,-0.09793636742474712,-3.353149593082634,0.0008247444669623195,-0.51560557,-0.42713144,0.186382191674131,121
DHX9,-0.09781136162032911,-3.348828270147427,0.00083758902119011,-0.93070436,-0.8019773,0.18700436327317987,121
CCDC86,-0.09757197239561341,-3.340553275755155,0.0008627053692124231,-0.74530107,-0.6574792,0.19031896662946918,121
TUFM,-0.09693639596194929,-3.318586069682016,0.0009328126769424485,-0.30741987,-0.23471524,0.19908813715627066,121
CEP152,-0.09692002622118805,-3.318020342313385,0.0009346860899355431,-0.19204049,-0.15011638,0.19908813715627066,121
AGO1,-0.09671584632080528,-3.310964248804522,0.0009583475459041699,-0.06064213,0.008506825,0.19954088059719294,121
NCAPD2,-0.0965014109153161,-3.303554197574251,0.0009837930586011723,-1.1981,-1.0962186,0.2000108143599824,121
HSD17B13,-0.0964585648494857,-3.3020736603472782,0.0009889515957484138,0.20160247,0.24459104,0.2000108143599824,121
DCBLD2,-0.09628467830206638,-3.2960652356131828,0.0010101447943947886,0.1949762,0.24091257,0.2000108143599824,121
DDX28,-0.0962487876451243,-3.2948251183281916,0.0010145710727882114,-0.24067324,-0.1753143,0.2000108143599824,121
CEP104,-0.09559310198390886,-3.272171719647248,0.0010986568551144859,0.10011677,0.1483832,0.21101039089070026,121
RCC1L,-0.09554907028193016,-3.2706506150362573,0.0011045279756299133,-0.51424164,-0.4325656,0.21101039089070026,121
MRPS30,-0.09536302036302954,-3.264223609868102,0.001129656868380599,-0.33576402,-0.25331202,0.2122656659910179,121
SLC38A1,-0.09527397180398756,-3.2611475923291495,0.0011418700860368596,-0.0047288937,0.05912131,0.2122656659910179,121
TAF1B,-0.0952366562406397,-3.2598586188032375,0.0011470241523695863,-0.7121234,-0.6226184,0.2122656659910179,121
ATR,-0.09516546212600166,-3.2573994332676937,0.0011569171801356002,-1.0512466,-0.9761776,0.2122656659910179,121
PSTK,-0.09496429706015655,-3.2504510664969546,0.0011852980273290427,-0.5596716,-0.43503094,0.21497472238469123,121
LRRTM3,-0.09486813425601039,-3.24712968530683,0.0011990906361391968,0.1592802,0.19607452,0.21497472238469123,121
SAMM50,-0.09481700069503687,-3.2453636131086174,0.0012064848701099718,-0.5004931,-0.43157247,0.21497472238469123,121
CYFIP2,-0.0944641264408104,-3.2331766012092444,0.001258670617965827,0.0093796775,0.02311709,0.22004174737287494,121
IRAK4,-0.09398213532121141,-3.2165323414755242,0.0013333175614200037,0.10848989,0.17517312,0.23091315636144008,121
HECW1,-0.09366708193971,-3.2056540590464597,0.0013842928322235683,0.15221462,0.19137262,0.23137569739221928,121
TAF1C,-0.09365713059057668,-3.2053104709424427,0.0013859318121275885,-1.3266189,-1.168113,0.23137569739221928,121
CRYL1,-0.09297342810189614,-3.1817067362015736,0.0015029124701492634,0.22254807,0.25709727,0.24525763502105333,121
GJB2,-0.09280457648886538,-3.1758781047790734,0.0015331689316507376,0.0681101,0.10889655,0.24525763502105333,121
RAD50,-0.09274336536233274,-3.1737652107461756,0.001544274998274363,-0.0016585012,0.05493781,0.24525763502105333,121
TENT5B,-0.09264869590115768,-3.170497468813367,0.0015615974935048796,0.03672754,0.08434314,0.24525763502105333,121
HDAC1,-0.0925763040130662,-3.1679987488960775,0.0015749640368844285,-0.03670283,0.058614243,0.24525763502105333,121
RBM19,-0.0923959915806269,-3.1617752017894953,0.0016087158382995298,-0.7955037,-0.73566514,0.24660617027971343,121
MRPL42,-0.09231785564257929,-3.1590784098382394,0.0016235471790041033,-0.13146968,-0.07574166,0.24660617027971343,121
TSFM,-0.09180116450933827,-3.1412467570116784,0.0017248290657612983,-0.38003144,-0.29391444,0.25570245934098096,121
BCL6,-0.09167106486894883,-3.136757260665311,0.0017512298231048033,-0.045971163,0.042646006,0.2570985585591968,121
AHCYL2,-0.09157851748185111,-3.133563721273833,0.0017702355153094295,0.07682396,0.10887346,0.2570985585591968,121
DDX56,-0.09155126411382618,-3.132623302939996,0.0017758683015259395,-2.0329041,-1.9323901,0.2570985585591968,121
WDR36,-0.09130993179803311,-3.124296078969367,0.0018264701409809088,-1.7432578,-1.6961858,0.2603562937116709,121
FIGNL1,-0.09109780546792431,-3.116977072332393,0.001872037303789877,0.0094920425,0.054915044,0.2628085096706834,121
FSAF1,-0.09079463693028823,-3.106517573739694,0.0019389733456667802,-0.5828841,-0.5300027,0.26523584120105703,121
AURKAIP1,-0.09071901427601592,-3.103908682085668,0.0019560084643442084,-0.3852346,-0.3168106,0.26523584120105703,121
ENY2,-0.09060952684678895,-3.100131591883848,0.0019809153636801925,-0.2773802,-0.21902725,0.26523584120105703,121
MRPL38,-0.09053825852462243,-3.0976730428573234,0.0019972838006930976,-0.8249249,-0.69843566,0.26523584120105703,121
SLC18A3,-0.09044226677107459,-3.094361683468781,0.002019526515053867,0.020901123,0.053053904,0.26523584120105703,121
MTERF4,-0.09039261972778972,-3.0926490787781167,0.002031119327862483,-0.14684556,-0.077506475,0.26523584120105703,121
TRNT1,-0.09038690114236118,-3.0924518142192943,0.0020324585532648046,-1.6342205,-1.5401238,0.26523584120105703,121
CEBPZ,-0.09007372088653792,-3.0816490246432147,0.0021070492732722518,-0.8890807,-0.7846339,0.2711509033542229,121
DARS1,-0.08997696444359539,-3.0783117099126724,0.0021305959180801712,-1.5165759,-1.4088914,0.2722901583306459,121
RPTOR,-0.0895963254410895,-3.065183594758855,0.002225585621301152,-0.8888547,-0.7756225,0.28056004862810646,121
CAMK2N1,-0.08936638819175839,-3.0572537903348964,0.0022848292168055778,0.098333456,0.13524538,0.2808329715035462,121
AP4E1,-0.08935282024492788,-3.0567858904099747,0.0022883696884698867,0.09855363,0.1398456,0.2808329715035462,121
DDX51,-0.08929227666347639,-3.0546980245030273,0.002304229407880204,-1.05462,-0.9401213,0.28091891550939513,121
FOXB2,-0.08880647769840862,-3.0379463164169263,0.00243517349108671,0.09774568,0.12558116,0.28247536805566176,121
PRUNE1,-0.08880258348245103,-3.0378120417958696,0.002436250093011349,-0.27390766,-0.20539102,0.28247536805566176,121
PDE12,-0.08879284855378959,-3.037476376933064,0.0024389433321950183,-0.24246979,-0.16859372,0.28247536805566176,121
MRPS18A,-0.08866589970917589,-3.0330992020776373,0.0024743146600030006,-0.5150592,-0.45604852,0.2826930518188418,121
MT1X,-0.0884006772329235,-3.023954856101397,0.0025497299415064146,-0.16433288,-0.10174459,0.2855750256693911,121
DEPP1,-0.08810641163049439,-3.0138099191361785,0.002635856237693705,0.0545345,0.090013996,0.2855750256693911,121
ITSN2,-0.08806583602875123,-3.012411119743544,0.002647938133230647,0.11190922,0.15798064,0.2855750256693911,121
NAT10,-0.08774271698279192,-3.001272483572096,0.0027459700111691085,-1.1497931,-1.0714288,0.2855750256693911,121
SUCLA2,-0.08770685292890038,-3.0000362283541535,0.0027570526219947524,-0.1848664,-0.11658964,0.2855750256693911,121
PURG,-0.08765252179658722,-2.998163424379079,0.0027739196276774267,0.22392507,0.25219694,0.2855750256693911,121
NDUFA5,-0.0871339901953786,-2.980290900307027,0.002939697614105151,-0.27630687,-0.2091647,0.29715681521240644,121
PDSS1,-0.08701142228170305,-2.976066639442974,0.002980180249523827,-0.1760707,-0.11962453,0.29715681521240644,121
FIRRM,-0.0870088962018679,-2.975979580405779,0.0029810198985741657,0.050829127,0.08738808,0.29715681521240644,121
PRPF19,-0.0869859511388704,-2.975188802389015,0.0029886565339327293,-2.6750295,-2.5371122,0.29715681521240644,121
MRPL21,-0.08695595018811815,-2.974154857648877,0.0029986684175014842,-0.8748339,-0.7866807,0.29715681521240644,121
CENATAC,-0.08667504577953125,-2.9644742384507548,0.0030939048231487113,-1.309306,-1.2052827,0.30187748200370557,121
WARS2,-0.08661319578534767,-2.962342839594925,0.003115240673608989,-0.34929386,-0.28219053,0.30187748200370557,121
CCDC172,-0.08660401497429922,-2.9620264646551764,0.003118419091700021,0.22930251,0.26882675,0.30187748200370557,121
MKNK1,-0.08657708997407695,-2.96109862124083,0.003127757624775321,0.11908285,0.16291477,0.30187748200370557,121
NSMCE3,-0.08644360453916433,-2.9564987704623884,0.003174432173058836,-0.886371,-0.78320265,0.30322372473687265,121
MECR,-0.08631074346497844,-2.9519205941916526,0.0032215171241091814,-0.07895588,-0.021670334,0.30342924854312014,121
FGF7,-0.08629900873350235,-2.9515162420834598,0.003225706220009426,0.18760745,0.21646746,0.30342924854312014,121
E4F1,-0.08607388071467129,-2.9437590829589153,0.0033070388265107275,-0.3916887,-0.33319965,0.3095087701720722,121
GJA8,-0.08596657962162103,-2.9400620058468676,0.003346456452601065,0.09902882,0.12970856,0.3116240428299012,121
PAK1IP1,-0.08565319814686577,-2.929264984308164,0.003464037518544701,-1.4105341,-1.3107302,0.31897985946423574,121
PNPT1,-0.08560979664390164,-2.927769729042798,0.0034806145779523396,-0.88486236,-0.78220016,0.31897985946423574,121
GPR3,-0.08557410191210396,-2.926539997676565,0.0034943020598586076,0.11097499,0.15130354,0.31897985946423574,121
ZNF488,-0.085436603888032,-2.921803112446017,0.003547485335656186,0.10699196,0.14029391,0.32224730762276854,121
CYB561A3,-0.08535360924837898,-2.9189439812508207,0.003579941968039743,0.028124744,0.06545654,0.3236092907792414,121
MRPL44,-0.08523225861829829,-2.91476361211936,0.0036278841710452444,-0.3225726,-0.26523274,0.3250020081963361,121
MRPS16,-0.0852114934861947,-2.9140482938071752,0.003636146074244611,-0.6328883,-0.55926365,0.3250020081963361,121
COX15,-0.08503894165840895,-2.9081043676455893,0.003705463718548111,-0.28717548,-0.22864023,0.3281996266926928,121
SH2D5,-0.08497448768345996,-2.9058841767533985,0.0037316624892865633,0.09041712,0.12498557,0.3281996266926928,121
MAGOHB,-0.08495493748238409,-2.905210754979355,0.003739642282810819,0.12391107,0.16796303,0.3281996266926928,121
MTURN,-0.08460313086339204,-2.893093081157281,0.0038859116545315055,0.019153215,0.05317883,0.3340023840061161,121
ATP7A,-0.08459911475468514,-2.8929547560766964,0.0038876109717381592,0.07083276,0.10896736,0.3340023840061161,121
PDHA2,-0.08447448966765264,-2.88866241909999,0.003940679197154215,0.0510175,0.09244502,0.3340023840061161,121
MRPS18C,-0.08444458582010995,-2.8876324911674405,0.003953510292528454,-0.18861522,-0.113934755,0.3340023840061161,121
XPR1,-0.08444301894596296,-2.8875785261728497,0.003954183647904831,-0.1351531,-0.033331502,0.3340023840061161,121
DARS2,-0.08441724283580539,-2.886690769618703,0.003965275726153232,-0.25333223,-0.17545906,0.3340023840061161,121
UBALD1,-0.08424439454911055,-2.880737842130779,0.004040388435030885,-0.050511315,0.0064641214,0.33694528850291566,121
TDRD3,-0.08374586526325725,-2.863569864878513,0.004264309335121353,0.1978466,0.2342855,0.34507387025822617,121
OR2A14,-0.08344304433037274,-2.853142602912237,0.004405753457708886,-0.018608602,0.015610202,0.35051080413826036,121
KIDINS220,-0.08344008483588058,-2.853040700334783,0.004407156514177037,0.022193039,0.12091348,0.35051080413826036,121
PTPN20,-0.08318315465327074,-2.8441942601083885,0.004530516479588241,-0.17770885,-0.14357992,0.35878205505662264,121
RBFA,-0.08293573888591416,-2.835675953396048,0.0046522522103484626,-0.09763764,-0.041142993,0.3630338428363199,121
RNF40,-0.08291504234392852,-2.834963413657944,0.004662568377046254,-0.4315878,-0.37335953,0.3630338428363199,121
ZMYM5,-0.08269817487691597,-2.827497330932724,0.004771916301771172,0.1275488,0.16481729,0.3672325749161101,121
COMTD1,-0.08246467882645105,-2.8194592291384573,0.0048922352954534065,-0.11369427,-0.057579856,0.37274567194222324,121
CUZD1,-0.08240981836376061,-2.817570725523023,0.004920899206792475,0.15407261,0.19065176,0.37274567194222324,121
PLEKHH3,-0.0823433180135242,-2.815281567742146,0.004955848171363132,0.178526,0.24503364,0.37274567194222324,121
LRRC49,-0.08232043663841886,-2.8144939253408636,0.004967925117898199,0.113221966,0.13858803,0.37274567194222324,121
SMKR1,-0.08217703662386198,-2.8095577885246055,0.005044219813797934,0.12665078,0.16331147,0.3736435846263999,121
EEFSEC,-0.08213998979645568,-2.8082825856431652,0.0050641014423090285,-0.47214243,-0.3630038,0.3736435846263999,121
TFAP2E,-0.08199230810432949,-2.803199294600597,0.0051440616602213,0.03680734,0.08814296,0.3736435846263999,121
IBA57,-0.081906735031791,-2.800253904007983,0.005190913767399162,-0.18471067,-0.11749746,0.3742911401699372,121
NGRN,-0.08173722216507501,-2.794419523626861,0.0052848623349003995,-0.17557088,-0.13392165,0.3794523496884895,121
SMAD9,-0.08169752497693082,-2.7930532408411857,0.005307084057013871,0.13025092,0.16073407,0.3794523496884895,121
LRRC74B,-0.08166754398448502,-2.7920213752694063,0.005323922665749678,0.4626105,0.47452074,0.3794523496884895,121
NADK2,-0.08143957661072856,-2.784175597376203,0.005453543332274945,0.20334491,0.24151745,0.38179091728923276,121
PROSER2,-0.08132136566344184,-2.7801073953285447,0.005521871375022051,0.13201395,0.16388866,0.3832426908259686,121
MSMB,-0.08122191511946183,-2.7766849196468817,0.005579952168117345,0.1391093,0.17637298,0.3836144612182256,121
FZD8,-0.08096471663072775,-2.7678341174133836,0.005732721755042942,0.110113814,0.14272279,0.3836144612182256,121
ACHE,-0.08089852170817562,-2.7655562852579187,0.005772644612306111,-0.17966793,-0.100730814,0.3836144612182256,121
GTF2H3,-0.0807655672938097,-2.7609813048244356,0.005853588134036425,-0.686908,-0.6140106,0.3836144612182256,121
VGLL1,-0.08073601007844534,-2.7599642569761107,0.005871721005222589,0.2783743,0.30682495,0.3836144612182256,121
CHCHD3,-0.08069524385753965,-2.758561525313311,0.00589681338538949,-0.23203135,-0.1740837,0.3836144612182256,121
RPS2,-0.08065517268162026,-2.757182723148653,0.005921571978609832,-1.9601184,-1.9216279,0.3836144612182256,121
PDHA1,-0.08062876740217416,-2.756274155808625,0.005937937988294611,0.13690013,0.21768801,0.3836144612182256,121
AGTR2,-0.0806267109844441,-2.75620339770449,0.005939214264438903,0.18010502,0.22780782,0.3836144612182256,121
ZMYND11,-0.08054649936021523,-2.7534434693314864,0.005989189100200727,0.13755935,0.17624548,0.3836144612182256,121
RTL6,-0.08052387017050945,-2.752664851991915,0.00600335620059821,0.31189573,0.34051752,0.3836144612182256,121
PRKAG2,-0.08036060674585813,-2.7470474673719827,0.006106464740568213,0.09323539,0.15482795,0.3888621928091738,121
MRPL46,-0.08017379471197074,-2.7406201216087864,0.006226397365846085,-0.3045471,-0.24049057,0.39397973093813976,121
IL31RA,-0.08016009428486014,-2.740148764161201,0.0062352757943340935,0.047429174,0.08325897,0.39397973093813976,121
NDUFAF7,-0.08012443139138384,-2.738921804600279,0.00625844018894908,-0.2646315,-0.19607331,0.39397973093813976,121
MAPK8,-0.07997414046508299,-2.73375125546096,0.006356912176919961,0.27420586,0.30679986,0.39397973093813976,121
FDX1,-0.07991791891555938,-2.73181707991932,0.006394105472568368,-0.21274391,-0.15556046,0.39439564243794467,121
A1CF,-0.07988472692825693,-2.7306751968166694,0.006416155285749261,0.10574427,0.14483637,0.39439564243794467,121
RTP3,-0.07978232838502419,-2.7271525016011178,0.00648461099052563,0.09897494,0.14456514,0.39439564243794467,121
HOXA5,-0.07975409504304366,-2.726181238824354,0.006503600652720886,-0.0038600427,0.046363685,0.39439564243794467,121
GFM1,-0.0795969590761753,-2.7207756828205514,0.006610205461438104,-0.49581102,-0.42332298,0.39439564243794467,121
SLC16A1,-0.07957812375865851,-2.720127752167423,0.006623088551116286,-0.12283944,-0.058663514,0.39439564243794467,121
IRX3,-0.07950284340004507,-2.717538154166018,0.006674804687414469,-0.03533339,0.010844398,0.39439564243794467,121
GATB,-0.07949435399497393,-2.7172461267935146,0.006680659433260619,-0.21561845,-0.15929264,0.39439564243794467,121
PGS1,-0.07948459471377387,-2.7169104176382146,0.006687395649822031,-0.8455886,-0.76634896,0.39439564243794467,121
WASF3,-0.0794421092905693,-2.7154489722868806,0.0067167917713700995,0.11549367,0.1409327,0.39439564243794467,121
POTED,-0.07939098347005286,-2.713690327830554,0.006752320031079261,0.09680382,0.11819473,0.39439564243794467,121
LRRC18,-0.07929682563937342,-2.7104515091137733,0.006818193690694577,0.1721787,0.20113446,0.39439564243794467,121
SRPRB,-0.07924306582375483,-2.7086023244794757,0.0068560626492894985,-0.5249193,-0.47117338,0.39439564243794467,121
HTATIP2,-0.07917692772264413,-2.706327394682852,0.006902909855489994,0.12755534,0.17394836,0.39439564243794467,121
FPR3,-0.07914322851850944,-2.7051682684386558,0.006926890087378388,0.16147488,0.20627886,0.39439564243794467,121
ARHGAP12,-0.07914119516473989,-2.7050983289930164,0.006928339402482057,0.1800109,0.22544326,0.39439564243794467,121
PSMD12,-0.07907671576123108,-2.702880506407567,0.006974439761064134,-1.4343562,-1.3237121,0.39439564243794467,121
TIMMDC1,-0.07901633426329634,-2.700803665637708,0.007017859548978034,-0.16267891,-0.106037885,0.3951290736929585,121
C1orf141,-0.0788882311838568,-2.6963976186179073,0.007110781017953681,0.17530607,0.20366028,0.39548959898842456,121
ECHS1,-0.07884160388260177,-2.694793927224941,0.007144875700088923,0.11033779,0.16963518,0.39548959898842456,121
ALDH4A1,-0.07883517508856325,-2.6945728177829555,0.007149588023372846,0.07788836,0.12102789,0.39548959898842456,121
MYOM3,-0.07871018526180644,-2.69027403348016,0.007241761300246184,0.02903287,0.06748242,0.3961404997073717,121
HSPA9,-0.07858265702555149,-2.6858880770497406,0.007336902830878771,-2.3573895,-2.2371914,0.3961404997073717,121
FBXL3,-0.07853486447812567,-2.684244427951951,0.007372845632229907,0.103630796,0.13737218,0.3961404997073717,121
CCDC102A,-0.07852342616011487,-2.6838510517860987,0.007381471280388852,0.07823306,0.12514317,0.3961404997073717,121
AGRN,-0.07848581472259254,-2.682557561163421,0.007409897881730486,-0.033364587,0.0155700445,0.3961404997073717,121
BPHL,-0.07848252609435785,-2.6824444628760196,0.007412388072352595,0.21632637,0.24746197,0.3961404997073717,121
HELT,-0.07845636975111003,-2.6815449305792534,0.00743222069212441,0.20543519,0.24757412,0.3961404997073717,121
BACE2,-0.07843010702155309,-2.6806417451998503,0.007452181787315419,0.19493954,0.23170418,0.3961404997073717,121
SDHB,-0.07831971938743428,-2.6768455333531187,0.007536608463643748,-0.41188687,-0.32903573,0.3978942776062174,121
MRPL2,-0.07816696273246138,-2.6715924214997933,0.007654852427357427,-0.40231046,-0.345002,0.40025958156495234,121
CPVL,-0.07815035426750389,-2.671021288412721,0.007667808075956941,0.12892763,0.153638,0.40025958156495234,121
GUCA1C,-0.07791004726047968,-2.6627578439383437,0.007857471664542466,0.09929744,0.13616247,0.40558999280121566,121
METTL6,-0.07783452725970616,-2.6601610318410733,0.007917937030549473,0.16235408,0.20525157,0.40646759507060565,121
MRRF,-0.07779490167269362,-2.658798494623279,0.00794982959697357,0.114614636,0.1593474,0.40646759507060565,121
PPWD1,-0.07777484359712473,-2.658108796753207,0.007966017053159918,-2.206967,-2.111441,0.40646759507060565,121
CD58,-0.07768728632186327,-2.6550981737493213,0.00803702407684214,0.031418636,0.07425552,0.40803861141907316,121
ZNF236,-0.07762365248914548,-2.6529101878404613,0.008088984291565892,-0.23288494,-0.17549875,0.40884636058552376,121
LTO1,-0.07761379558606048,-2.6525712709714457,0.008097059755808496,-1.9100305,-1.8537863,0.40884636058552376,121
CHSY3,-0.07756097055238532,-2.650754963816046,0.008140460659421742,0.14230411,0.17596693,0.4091499996698532,121
IL18R1,-0.07750529667688145,-2.648840727945858,0.008186427132667496,0.1337602,0.18060301,0.4092864797122331,121
AFM,-0.07745069495026345,-2.646963380004343,0.008231733593512815,0.1681717,0.20963699,0.4092864797122331,121
WDR3,-0.07732758493417669,-2.6427306285766305,0.008334708834757586,-1.2024249,-1.136286,0.4092864797122331,121
TTC27,-0.07732026521251735,-2.642478966758146,0.008340867500948593,-1.6386278,-1.5342075,0.4092864797122331,121
RPUSD4,-0.07730694045919609,-2.64202084502475,0.008352089117657653,-0.34938115,-0.27355438,0.4092864797122331,121
TMEM51,-0.07730520736671949,-2.641961259236135,0.00835354965514286,0.18679643,0.22263272,0.4092864797122331,121
HACD4,-0.0772741735565844,-2.6408942838679956,0.00837974158287939,0.25761583,0.29510993,0.4092864797122331,121
RFXAP,-0.07725861327629997,-2.6403593078047294,0.008392901747916926,0.068802975,0.11440936,0.4092864797122331,121
TWNK,-0.07711288780711695,-2.6353492327066035,0.008517048548090935,-0.39816964,-0.32495713,0.4099420188826189,121
AKR1E2,-0.07707538711019522,-2.634059977634781,0.008549260377249637,0.2774208,0.30579564,0.4099420188826189,121
STARD13,-0.07705253161617417,-2.633274222778301,0.008568945783604906,0.16629727,0.20422165,0.4099420188826189,121
TMEM106B,-0.07700049165076708,-2.631485143116216,0.008613918793729367,0.103088364,0.13783254,0.41023798948579915,121
PRRG1,-0.07695209663011099,-2.6298213922635973,0.008655930812635446,0.22051682,0.26766145,0.41023798948579915,121
LARP1B,-0.07669203357811034,-2.620881120390176,0.008884840864957867,0.13021667,0.16742265,0.41168560509955354,121
SDHC,-0.07667946658425949,-2.620449114411472,0.00889603799814524,-0.913256,-0.8448006,0.41168560509955354,121
VWA1,-0.07656148149141036,-2.616393291946543,0.009001777610470708,0.020991325,0.07490389,0.41168560509955354,121
AARS2,-0.07648730314862337,-2.613843414652211,0.009068829610660035,-0.5062536,-0.44933498,0.41168560509955354,121
MRPS27,-0.07644074948198255,-2.6122431566937987,0.00911113795745931,-0.4420508,-0.38352385,0.41168560509955354,121
ECHDC3,-0.07644010878128438,-2.612221133062079,0.009111721456976831,0.19522932,0.22387573,0.41168560509955354,121
MRPL50,-0.07642800663023001,-2.6118051308212595,0.009122749398871862,-0.43715724,-0.38767987,0.41168560509955354,121
SERPINB7,-0.07640080609722556,-2.610870137418029,0.009147579001794219,0.22098787,0.24546222,0.41168560509955354,121
VPS72,-0.07634809456357139,-2.6090582434274325,0.009195867500917082,-0.51873,-0.45901385,0.41168560509955354,121
MAGEA10,-0.07634637748846859,-2.608999221457596,0.009197444310140584,0.211423,0.2533991,0.41168560509955354,121
FHL1,-0.07631899197309581,-2.6080578871841467,0.009222625328445831,0.2627756,0.29309177,0.41181799990705953,121
NOM1,-0.07625354861402502,-2.605808398078581,0.009283049626191793,-0.644047,-0.57751364,0.4135196938051926,121
FOXE1,-0.07617306737112614,-2.603042057192657,0.009357842056901489,0.08946973,0.13167527,0.4138667569366145,121
PMAIP1,-0.07608189325097828,-2.599908237288798,0.009443219791107873,0.25209436,0.29235235,0.4148913941533256,121
NPC1L1,-0.07600474447246507,-2.5972565450574963,0.009516005101952812,-0.10705981,-0.08179549,0.4148913941533256,121
PRAMEF12,-0.07600042099689774,-2.597107943619408,0.009520098790959622,-0.009080102,0.031046486,0.4148913941533256,121
TEX26,-0.07596374645710245,-2.5958474152195072,0.00955488726048064,0.14996581,0.18707523,0.4148913941533256,121
ORC5,-0.07593955767743396,-2.595016036524452,0.009577893991150103,-0.40812293,-0.355925,0.4148913941533256,121
