gene,partial_r,t,p,eff_def,eff_wt,fdr,n_def
MON2,-0.03798634766421478,-1.2952607644444918,0.19548777937478745,0.037195332,0.02237386,0.6279864342261935,118
INSC,-0.03797614823601514,-1.294912481372013,0.19560787251220366,0.10460299,0.10972434,0.62816114993701,118
HECW1,-0.03797353148724799,-1.2948231264967858,0.1956386921171543,0.17517386,0.18874069,0.62816114993701,118
MDN1,-0.03796557459228748,-1.2945514202724413,0.19573242886010253,-1.4723731,-1.4105754,0.628181094424413,118
PHC1,-0.037948384518213106,-1.2939644270485404,0.1959350499258608,-0.1596123,-0.13762496,0.6283960557591081,118
SERPINA12,-0.03793580329663508,-1.2935348140492609,0.19608344326558944,0.11665765,0.14990924,0.6284883252982643,118
ARHGAP18,-0.03793156961579728,-1.2933902460064453,0.19613339729101842,0.24202254,0.25543204,0.6284883252982643,118
OR5D16,-0.03791892101652397,-1.2929583330794925,0.19628269605046872,0.09335493,0.10486871,0.6285409398301784,118
MBP,-0.03791626906541063,-1.2928677767305712,0.19631400911068983,0.34126475,0.34784457,0.6285409398301784,118
SENP1,-0.03791581181036647,-1.292852162815298,0.19631940854444296,0.036758337,0.04746141,0.6285409398301784,118
HGSNAT,-0.03789519140515835,-1.292148037453576,0.19656301472781879,0.22417785,0.23421264,0.6290100288074311,118
GTF3C2,-0.037894790302570903,-1.2921343410124244,0.1965677554812926,-0.4749305,-0.454474,0.6290100288074311,118
ATG16L1,-0.03786495760890798,-1.2911156464367761,0.19692059164473955,0.13532223,0.13449892,0.6291770808186554,118
LRRC24,-0.0378645400131842,-1.2911013868539405,0.19692553390255257,0.16076702,0.1806221,0.6291770808186554,118
PPOX,-0.03784936110194588,-1.290583075152349,0.1971052383412268,0.0014644864,0.035199083,0.6293097394137648,118
PHACTR4,-0.037835290500853457,-1.2901026095279138,0.1972719284602496,0.021646127,0.026637442,0.6293097394137648,118
KCNE2,-0.03782443910476671,-1.2897320698915815,0.19740055200580756,0.24017864,0.24485396,0.6294798408723687,118
COLEC11,-0.037804641951195504,-1.2890560631130161,0.19763536913473465,0.19959466,0.20036994,0.6298161694644485,118
MALL,-0.037798297542141444,-1.288839423021631,0.19771066433511225,-0.0834451,-0.056037687,0.6299477855560462,118
SCAMP5,-0.037782135294453664,-1.2882875376825524,0.19790257197867564,0.12449569,0.13460074,0.6301951428226672,118
SCN4B,-0.037745698229671644,-1.2870433405744965,0.19833571838574593,0.18389936,0.20128416,0.6305931614941285,118
ACTL6A,-0.03774135343214539,-1.286894981423005,0.1983874134289777,-1.432136,-1.4389055,0.6305931614941285,118
NFILZ,-0.03773727619839027,-1.2867557586749099,0.19843593390827768,0.37609088,0.3795075,0.6305931614941285,118
SLC35F2,-0.0377354488590583,-1.2866933616838065,0.19845768268489328,0.05050596,0.06803794,0.6305931614941285,118
AKIP1,-0.037731629638177736,-1.2865629492251767,0.1985031442211911,0.05548306,0.06848348,0.6306294814954385,118
TMEM114,-0.03772256832449073,-1.2862535386488751,0.1986110346656923,0.17145042,0.17420831,0.6307962312946677,118
MDH2,-0.0377157881502234,-1.2860220208119737,0.19869179224364444,-0.0758738,-0.047818102,0.6307962312946677,118
ECSIT,-0.03770028161613387,-1.2854925307788068,0.19887657821863952,-0.116171815,-0.07861027,0.6311888147711572,118
SEMA3G,-0.03769171417639755,-1.2851999852145313,0.1989787272086871,0.051935885,0.08002101,0.6312213352563529,118
TUSC3,-0.03768942734280545,-1.2851218985710253,0.19900599944149386,0.17599934,0.20276888,0.6312213352563529,118
AP5Z1,-0.03768866950385711,-1.285096021266355,0.19901503785019398,0.08168792,0.09872643,0.6312213352563529,118
CD160,-0.037679564246573385,-1.284785111691447,0.1991236556393296,0.06018119,0.081289575,0.6312213352563529,118
TBC1D4,-0.03767050248293044,-1.2844756875755348,0.19923179753767783,0.2611779,0.2763675,0.6312213352563529,118
MGRN1,-0.03767028027835602,-1.2844681001543024,0.19923444983618843,0.123956405,0.15318942,0.6312213352563529,118
DEFB126,-0.037657394672880776,-1.2840281072139064,0.19938830025215604,0.2149734,0.2401091,0.631371999442614,118
DPP9,-0.03765580547989587,-1.2839738425444618,0.1994072807618197,0.09581954,0.11243627,0.631371999442614,118
HSPB8,-0.03765203153756518,-1.2838449773450191,0.199452360085104,0.19950236,0.21363382,0.631371999442614,118
GLIPR1L2,-0.03764208781169594,-1.2835054387111593,0.19957117239541763,0.122764476,0.1390861,0.6316402042116966,118
ITGB2,-0.03763808945941725,-1.283368911013397,0.19961896114039643,0.17913233,0.18614982,0.6316677767505655,118
DDTL,-0.037618802707826055,-1.2827103466492575,0.19984959577195463,0.059550676,0.059733387,0.6319202402779364,118
HPDL,-0.03761848279023749,-1.2826994227728945,0.19985342304513448,0.09874527,0.110136196,0.6319202402779364,118
GALT,-0.037616070623535655,-1.2826170571647149,0.19988228226355376,0.1290228,0.13646336,0.6319202402779364,118
TPPP,-0.03760210934511508,-1.2821403371588225,0.200049375031112,0.06251481,0.10349333,0.6322897780490426,118
IKZF5,-0.03758986561157802,-1.28172226483703,0.20019599552467396,0.15407585,0.17911848,0.6326093567635815,118
GTF2I,-0.03758149808489657,-1.2814365491094386,0.2002962429399461,-0.06304552,-0.04115699,0.6326093567635815,118
GCC1,-0.037552989527489866,-1.2804631041980814,0.2006380653720827,0.1266814,0.13562211,0.6332863207988527,118
AP1S1,-0.03753417417508058,-1.27982064236113,0.2008638974303169,0.058069993,0.06432222,0.6336114650012048,118
CEBPD,-0.037532970586181186,-1.2797795451206682,0.20087834985783162,-0.02569435,-0.0059493445,0.6336114650012048,118
CLTB,-0.0375293727054179,-1.279656693430253,0.20092155692728406,-0.00046725007,0.028633712,0.6336114650012048,118
BEST2,-0.03750918296748852,-1.2789673042394392,0.2011641417921207,0.07506384,0.08837943,0.6339749509438416,118
SLC27A1,-0.03750019557936731,-1.278660425662827,0.20127219616702297,0.12433704,0.13839051,0.6340656867917098,118
ZNF836,-0.03749235124032108,-1.2783925772861793,0.2013665423412039,0.21730687,0.24036607,0.6340736442013338,118
HOXA3,-0.03748792669090086,-1.2782414992216367,0.20141977190657423,0.05261233,0.07841771,0.6341335020728384,118
NTN3,-0.03747994199759072,-1.2779688587663542,0.2015158577374079,0.2546358,0.2755375,0.6342259266512338,118
CDH15,-0.03745902274179744,-1.2772545638119708,0.2017677532019447,-0.0023448747,0.01900885,0.634582185095933,118
NIT1,-0.037448913759283,-1.2769093898407975,0.20188956083604803,0.10267658,0.11939244,0.6347498221670862,118
ST8SIA5,-0.0374434858920817,-1.2767240539935278,0.2019549857136434,0.10043567,0.117248714,0.6347860215450616,118
CD93,-0.03741935120567694,-1.2758999706194512,0.20224608042327086,0.16631646,0.1787656,0.6354184288551977,118
ACRBP,-0.037414991332161196,-1.275751102162588,0.2022986985392165,0.09927024,0.12693897,0.6354184288551977,118
OR52N5,-0.03740005225411189,-1.2752410059232826,0.20247906972908766,0.22864503,0.24513198,0.6354184288551977,118
MYO6,-0.037399059699925116,-1.2752071150966127,0.2024910577579263,0.08439837,0.12489853,0.6354184288551977,118
ZNF655,-0.037392915463475465,-1.2749973198311981,0.2025652790892358,-0.00082507276,0.013375362,0.6354184288551977,118
DYNLL1,-0.03739072956554903,-1.2749226822704813,0.20259168913796366,-0.46678787,-0.44598973,0.6354184288551977,118
C14orf119,-0.03738872579044875,-1.274854263316097,0.20261590097717527,0.06192994,0.08251635,0.6354184288551977,118
BLOC1S3,-0.03738606882023871,-1.274763541020969,0.20264800869284388,-0.069006346,-0.03988587,0.6354184288551977,118
SH3RF2,-0.037380286910753575,-1.2745661177122125,0.20271789201198773,-0.01577498,0.002239208,0.6354184288551977,118
CRY2,-0.03738015970564582,-1.2745617742950428,0.20271942967956014,0.14313422,0.1528304,0.6354184288551977,118
HSF2BP,-0.03737354037326474,-1.2743357573407512,0.20279945651618048,0.19613425,0.20201348,0.6355617670727787,118
OR4M1,-0.037370170985526585,-1.2742207097372291,0.20284020078590712,0.10674021,0.12199867,0.6355819683401496,118
NDST2,-0.03734980520059692,-1.2735253217881901,0.2030866005136332,0.084262066,0.101897396,0.6362464571628296,118
SLC9A4,-0.03734268213301293,-1.273282105642321,0.2031728318087439,0.15285327,0.15824695,0.6363318903747042,118
CIMIP2A,-0.03734187967990894,-1.2732547060055603,0.20318254791145243,-0.058340494,-0.044417467,0.6363318903747042,118
TMEM185A,-0.03733560766722982,-1.2730405491905106,0.20325850108765942,0.16594262,0.16983227,0.6363906161330336,118
PHF1,-0.037334659660999296,-1.2730081796907737,0.2032699831035252,0.057214346,0.082787916,0.6363906161330336,118
MAGEB6,-0.03732433107406445,-1.2726555121977818,0.20339511094690843,0.211217,0.23200385,0.6364987036101999,118
AP3D1,-0.03731705200462888,-1.2724069701028045,0.20348332840588432,0.13075493,0.15384546,0.6365208573074683,118
MAPK8IP3,-0.03730325393032434,-1.271935838693326,0.20365062819020693,0.092412926,0.101755515,0.6368528912217495,118
GPSM1,-0.037280767768994416,-1.271168056529643,0.20392348407706573,0.16117093,0.1716552,0.6370232276062073,118
IPO9,-0.03726014789813994,-1.2704639999051752,0.2041739271130184,-0.7153505,-0.6794629,0.6370232276062073,118
SAMD8,-0.03725936710420308,-1.270437340063854,0.20418341480188038,0.09551197,0.12347939,0.6370232276062073,118
NDN,-0.03725886902923214,-1.2704203335297173,0.20418946724517228,0.09191177,0.10984057,0.6370232276062073,118
HEPHL1,-0.037255883319842566,-1.2703183879156663,0.20422575133699594,0.18046647,0.20480265,0.6370232276062073,118
RESP18,-0.03725534344306609,-1.270299954085896,0.20423231273637166,0.15868069,0.16841975,0.6370232276062073,118
BTBD16,-0.03724718804480834,-1.2700214921171746,0.20433144810810516,0.18940625,0.19876043,0.6370232276062073,118
PTPRN,-0.037237039163899165,-1.2696749640415552,0.20445486467036017,0.17736469,0.188274,0.6371935918611579,118
CIMIP2C,-0.03721341442167463,-1.2688683114588573,0.20474236562824052,0.13007572,0.1485621,0.6374848840264661,118
MRPS23,-0.03720545108791754,-1.2685964087080375,0.20483934143767923,-0.7976209,-0.74866664,0.6374848840264661,118
LHFPL6,-0.037204383285347996,-1.2685599493157398,0.20485234744940822,0.17457879,0.20586522,0.6374848840264661,118
ARL4C,-0.037202982355281446,-1.2685121155182872,0.20486941191859478,0.101460174,0.12071187,0.6374848840264661,118
SIRT3,-0.037198581455919755,-1.268361849873018,0.2049230251719356,0.07233924,0.12067476,0.6374848840264661,118
TWF2,-0.03719827639545793,-1.2683514337986386,0.20492674189982507,0.0169574,0.05403849,0.6374848840264661,118
SLC6A12,-0.03719235408982424,-1.2681492209187823,0.2049989064714589,0.10371652,0.121882975,0.637602339010172,118
CRX,-0.037175024060364506,-1.2675575002562445,0.20521018261468396,-0.08622395,-0.039452016,0.6377709892967753,118
MARCHF3,-0.03717433768758133,-1.2675340646036792,0.205218553666359,0.06228864,0.07953765,0.6377709892967753,118
KANK3,-0.037165660582263095,-1.267237791901473,0.20532440164232507,0.2281565,0.25373477,0.6377709892967753,118
NOA1,-0.03715708131850028,-1.2669448602017768,0.2054290950514633,-0.17082573,-0.13529402,0.6377709892967753,118
DHTKD1,-0.03715649534130625,-1.266924852516693,0.20543624718914602,0.25606108,0.27529982,0.6377709892967753,118
CEP68,-0.03715271628021983,-1.2667958197719364,0.20548237681574144,-0.13843694,-0.109741166,0.6377709892967753,118
COX10,-0.03714633733838464,-1.2665780164900553,0.2055602592971571,-0.30847636,-0.28482896,0.6377709892967753,118
BMI1,-0.03714137819693145,-1.2664086911335295,0.20562082179492278,0.21340495,0.24334788,0.6377709892967753,118
H2BC9,-0.037129247152630426,-1.2659944880981142,0.2057690242629413,-0.31336778,-0.29153106,0.6378564383768092,118
HLA-DOB,-0.03711052602301733,-1.2653552739317147,0.20599788852518422,0.08214673,0.10613376,0.6381388953962202,118
GIMAP6,-0.03708034525337684,-1.2643247846758352,0.20636723467381995,0.17198175,0.18162611,0.6390028455769136,118
TEAD2,-0.03707605277527088,-1.2641782230033893,0.20641980413800554,0.08263739,0.12077147,0.6390028455769136,118
DYNAP,-0.03706102929357806,-1.2636652642461985,0.20660387139057165,0.25814775,0.26308766,0.6390028455769136,118
RPL19,-0.03705860127144539,-1.263582362424173,0.2066336306136746,-2.1289175,-2.0415428,0.6390028455769136,118
RANBP10,-0.037054912705231355,-1.2634564209215904,0.20667884573052012,-0.03887219,-0.008865818,0.6390028455769136,118
ZNF205,-0.03705358997575947,-1.2634112579826413,0.20669506173675548,-0.048642885,-0.006205468,0.6390028455769136,118
PYDC1,-0.037051365809805455,-1.2633353166405155,0.2067223309860734,0.0026736346,0.037730474,0.6390028455769136,118
CRISPLD2,-0.03703740674106985,-1.2628587022682651,0.2068935348428119,0.16258562,0.18904322,0.6391766303697793,118
ACSL1,-0.03703378661789587,-1.262735097959184,0.20693795136411203,0.15492895,0.16508836,0.6391766303697793,118
RDH14,-0.03701425092578951,-1.2620680784962293,0.20717776070518737,0.17193802,0.1804707,0.6395169086558905,118
CYP2S1,-0.037011544183480016,-1.2619756605998576,0.20721100305446408,0.06330658,0.095786504,0.6395169086558905,118
TM9SF3,-0.037011290156468084,-1.2619669872074486,0.20721412303808276,0.1103444,0.11178661,0.6395169086558905,118
PHKG2,-0.036987667346236645,-1.261160420892043,0.2075044094177559,0.093213096,0.108989656,0.6397743147503411,118
TPD52L2,-0.03698604231378214,-1.261104936612759,0.20752438928115968,0.001789927,0.024946852,0.6397743147503411,118
